row_index,post_id,created_at_utc,week_id
1177,108945579810024736,2022-09-05 11:33:41.612000+00:00,2022-W36
1178,108945753521845984,2022-09-05 12:17:52.244000+00:00,2022-W36
1179,108945797845244896,2022-09-05 12:29:08.566000+00:00,2022-W36
1180,108945966189526752,2022-09-05 13:11:57.296000+00:00,2022-W36
1181,108945987725221872,2022-09-05 13:17:25.904000+00:00,2022-W36
1182,108946954108157248,2022-09-05 17:23:11.738000+00:00,2022-W36
1183,108947096717440240,2022-09-05 17:59:27.783000+00:00,2022-W36
1184,108947098983676976,2022-09-05 18:00:02.363000+00:00,2022-W36
1185,108947101187856064,2022-09-05 18:00:35.996000+00:00,2022-W36
1186,108947104265443152,2022-09-05 18:01:22.956000+00:00,2022-W36
1187,108947107193557184,2022-09-05 18:02:07.636000+00:00,2022-W36
1188,108947242896688144,2022-09-05 18:36:38.301000+00:00,2022-W36
1189,108947257706420256,2022-09-05 18:40:24.280000+00:00,2022-W36
1190,108947258427791312,2022-09-05 18:40:35.287000+00:00,2022-W36
1191,108947746899821376,2022-09-05 20:44:48.779000+00:00,2022-W36
1192,108948071458149552,2022-09-05 22:07:21.146000+00:00,2022-W36
1193,108948104067211680,2022-09-05 22:15:38.720000+00:00,2022-W36
1194,108948105719833760,2022-09-05 22:16:03.937000+00:00,2022-W36
1195,108948106795279264,2022-09-05 22:16:20.347000+00:00,2022-W36
1196,108948108006645632,2022-09-05 22:16:38.831000+00:00,2022-W36
1197,108948112202895376,2022-09-05 22:17:42.861000+00:00,2022-W36
1198,108948113163427264,2022-09-05 22:17:57.518000+00:00,2022-W36
1199,108948116652526848,2022-09-05 22:18:50.757000+00:00,2022-W36
1200,108948434747192960,2022-09-05 23:39:44.496000+00:00,2022-W36
1201,108952007572558672,2022-09-06 14:48:21.485000+00:00,2022-W36
1202,108952218794170656,2022-09-06 15:42:04.471000+00:00,2022-W36
1203,108952306401700128,2022-09-06 16:04:21.256000+00:00,2022-W36
1204,108952312509610480,2022-09-06 16:05:54.455000+00:00,2022-W36
1205,108952314650380000,2022-09-06 16:06:27.121000+00:00,2022-W36
1206,108952317845809360,2022-09-06 16:07:15.879000+00:00,2022-W36
1207,108952320526895952,2022-09-06 16:07:56.789000+00:00,2022-W36
1208,108952323090329680,2022-09-06 16:08:35.904000+00:00,2022-W36
1209,108952326687959040,2022-09-06 16:09:30.800000+00:00,2022-W36
1210,108952333600293680,2022-09-06 16:11:16.274000+00:00,2022-W36
1211,108952337524740240,2022-09-06 16:12:16.156000+00:00,2022-W36
1212,108952346997496240,2022-09-06 16:14:40.699000+00:00,2022-W36
1213,108952364872304944,2022-09-06 16:19:13.447000+00:00,2022-W36
1214,108955131310045968,2022-09-07 04:02:45.936000+00:00,2022-W36
1215,108957076001153200,2022-09-07 12:17:19.568000+00:00,2022-W36
1216,108957155977977712,2022-09-07 12:37:39.917000+00:00,2022-W36
1217,108958155408776208,2022-09-07 16:51:50.021000+00:00,2022-W36
1218,108958631135482720,2022-09-07 18:52:49.035000+00:00,2022-W36
1219,108958645653444688,2022-09-07 18:56:30.561000+00:00,2022-W36
1220,108962879388936560,2022-09-08 12:53:12.238000+00:00,2022-W36
1221,108962947464465216,2022-09-08 13:10:30.988000+00:00,2022-W36
1222,108964160049885776,2022-09-08 18:18:53.573000+00:00,2022-W36
1223,108964167684448816,2022-09-08 18:20:50.067000+00:00,2022-W36
1224,108964171311802688,2022-09-08 18:21:45.416000+00:00,2022-W36
1225,108964340542353040,2022-09-08 19:04:47.670000+00:00,2022-W36
1226,108964722386484608,2022-09-08 20:41:54.149000+00:00,2022-W36
1227,108964803657614096,2022-09-08 21:02:34.248000+00:00,2022-W36
1228,108969914440165424,2022-09-09 18:42:18.601000+00:00,2022-W36
1229,108971486667021056,2022-09-10 01:22:08.879000+00:00,2022-W36
1230,108971494752105392,2022-09-10 01:24:12.247000+00:00,2022-W36
1231,108971508178747392,2022-09-10 01:27:37.122000+00:00,2022-W36
1232,108971508454948416,2022-09-10 01:27:41.336000+00:00,2022-W36
1233,108981573106440384,2022-09-11 20:07:15.730000+00:00,2022-W36
1234,108982016688236032,2022-09-11 22:00:04.251000+00:00,2022-W36
1235,108982040583925040,2022-09-11 22:06:08.870000+00:00,2022-W36
1236,108986147393377264,2022-09-12 15:30:33.810000+00:00,2022-W37
1237,108986158208098688,2022-09-12 15:33:18.829000+00:00,2022-W37
1238,108986160535166256,2022-09-12 15:33:54.337000+00:00,2022-W37
1239,108986163003676720,2022-09-12 15:34:32.004000+00:00,2022-W37
1240,108986164920529056,2022-09-12 15:35:01.253000+00:00,2022-W37
1241,108986166966592320,2022-09-12 15:35:32.473000+00:00,2022-W37
1242,108986202896122288,2022-09-12 15:44:40.714000+00:00,2022-W37
1243,108986465063622848,2022-09-12 16:51:21.073000+00:00,2022-W37
1244,108986752094824256,2022-09-12 18:04:20.821000+00:00,2022-W37
1245,108987444504606032,2022-09-12 21:00:26.156000+00:00,2022-W37
1246,108987518354043184,2022-09-12 21:19:13.009000+00:00,2022-W37
1247,108988561765881824,2022-09-13 01:44:34.210000+00:00,2022-W37
1248,108988563838436736,2022-09-13 01:45:05.835000+00:00,2022-W37
1249,108988566488088368,2022-09-13 01:45:46.265000+00:00,2022-W37
1250,108988570205911744,2022-09-13 01:46:42.995000+00:00,2022-W37
1251,108988592990242384,2022-09-13 01:52:30.656000+00:00,2022-W37
1252,108988679502101072,2022-09-13 02:14:30.722000+00:00,2022-W37
1253,108988783578279632,2022-09-13 02:40:58.799000+00:00,2022-W37
1254,108988797986264608,2022-09-13 02:44:38.647000+00:00,2022-W37
1255,108988828180176048,2022-09-13 02:52:19.370000+00:00,2022-W37
1256,108988847350204416,2022-09-13 02:57:11.881000+00:00,2022-W37
1257,108988857535624560,2022-09-13 02:59:47.298000+00:00,2022-W37
1258,108992777755424608,2022-09-13 19:36:45.105000+00:00,2022-W37
1259,108992778139428224,2022-09-13 19:36:50.965000+00:00,2022-W37
1260,108993180439356768,2022-09-13 21:19:09.575000+00:00,2022-W37
1261,108993865814244560,2022-09-14 00:13:27.565000+00:00,2022-W37
1262,108993925892670192,2022-09-14 00:28:44.290000+00:00,2022-W37
1263,108993927610636880,2022-09-14 00:29:10.504000+00:00,2022-W37
1264,108994402424207056,2022-09-14 02:29:55.584000+00:00,2022-W37
1265,108996942549426176,2022-09-14 13:15:54.819000+00:00,2022-W37
1266,108996981890297168,2022-09-14 13:25:55.113000+00:00,2022-W37
1267,108997006470192144,2022-09-14 13:32:10.172000+00:00,2022-W37
1268,108997016333763168,2022-09-14 13:34:40.678000+00:00,2022-W37
1269,108997847091633232,2022-09-14 17:05:57.037000+00:00,2022-W37
1270,108997849409193120,2022-09-14 17:06:32.401000+00:00,2022-W37
1271,108999052780090144,2022-09-14 22:12:34.383000+00:00,2022-W37
1272,108999814570916576,2022-09-15 01:26:18.389000+00:00,2022-W37
1273,109000157653810320,2022-09-15 02:53:33.418000+00:00,2022-W37
1274,109002000673166432,2022-09-15 10:42:15.662000+00:00,2022-W37
1275,109002140219987552,2022-09-15 11:17:44.977000+00:00,2022-W37
1276,109002163388816976,2022-09-15 11:23:38.506000+00:00,2022-W37
1277,109002172766084944,2022-09-15 11:26:01.591000+00:00,2022-W37
1278,109002174394427328,2022-09-15 11:26:26.438000+00:00,2022-W37
1279,109002179917018144,2022-09-15 11:27:50.706000+00:00,2022-W37
1280,109002198405649520,2022-09-15 11:32:32.820000+00:00,2022-W37
1281,109002203495614448,2022-09-15 11:33:50.487000+00:00,2022-W37
1282,109002204184149616,2022-09-15 11:34:00.993000+00:00,2022-W37
1283,109002207874928816,2022-09-15 11:34:57.310000+00:00,2022-W37
1284,109002208478141680,2022-09-15 11:35:06.514000+00:00,2022-W37
1285,109002209558461216,2022-09-15 11:35:22.998000+00:00,2022-W37
1286,109002210266353920,2022-09-15 11:35:33.800000+00:00,2022-W37
1287,109002235649622640,2022-09-15 11:42:01.118000+00:00,2022-W37
1288,109002247959121136,2022-09-15 11:45:08.946000+00:00,2022-W37
1289,109002275497814336,2022-09-15 11:52:09.153000+00:00,2022-W37
1290,109002286176293984,2022-09-15 11:54:52.094000+00:00,2022-W37
1291,109004185526900864,2022-09-15 19:57:53.884000+00:00,2022-W37
1292,109004334445652128,2022-09-15 20:35:46.204000+00:00,2022-W37
1293,109004335892648000,2022-09-15 20:36:08.283000+00:00,2022-W37
1294,109004339670601152,2022-09-15 20:37:05.930000+00:00,2022-W37
1295,109004341046514112,2022-09-15 20:37:26.925000+00:00,2022-W37
1296,109005546924869728,2022-09-16 01:44:07.169000+00:00,2022-W37
1297,109005549905236720,2022-09-16 01:44:52.645000+00:00,2022-W37
1298,109008930486699920,2022-09-16 16:04:36.225000+00:00,2022-W37
1299,109009295326122960,2022-09-16 17:37:23.233000+00:00,2022-W37
1300,109009299566785024,2022-09-16 17:38:27.940000+00:00,2022-W37
1301,109010626813996752,2022-09-16 23:16:00.125000+00:00,2022-W37
1302,109010677918749280,2022-09-16 23:28:59.922000+00:00,2022-W37
1303,109010685974123168,2022-09-16 23:31:02.837000+00:00,2022-W37
1304,109010696986614896,2022-09-16 23:33:50.874000+00:00,2022-W37
1305,109010740522706112,2022-09-16 23:44:55.182000+00:00,2022-W37
1306,109010744472889840,2022-09-16 23:45:55.457000+00:00,2022-W37
1307,109010748714707376,2022-09-16 23:47:00.182000+00:00,2022-W37
1308,109010772315676672,2022-09-16 23:53:00.305000+00:00,2022-W37
1309,109010775065779856,2022-09-16 23:53:42.268000+00:00,2022-W37
1310,109013565770365536,2022-09-17 11:43:25.040000+00:00,2022-W37
1311,109013571441927328,2022-09-17 11:44:51.582000+00:00,2022-W37
1312,109013578655458416,2022-09-17 11:46:41.651000+00:00,2022-W37
1313,109013579155481984,2022-09-17 11:46:49.281000+00:00,2022-W37
1314,109013581473644064,2022-09-17 11:47:24.653000+00:00,2022-W37
1315,109013583263606368,2022-09-17 11:47:51.966000+00:00,2022-W37
1316,109013586867602640,2022-09-17 11:48:46.959000+00:00,2022-W37
1317,109013587572869216,2022-09-17 11:48:57.720000+00:00,2022-W37
1318,109013588330673392,2022-09-17 11:49:09.283000+00:00,2022-W37
1319,109013596287053632,2022-09-17 11:51:10.688000+00:00,2022-W37
1320,109013599705355216,2022-09-17 11:52:02.847000+00:00,2022-W37
1321,109013608705502896,2022-09-17 11:54:20.179000+00:00,2022-W37
1322,109013612759804832,2022-09-17 11:55:22.042000+00:00,2022-W37
1323,109013616814186096,2022-09-17 11:56:23.907000+00:00,2022-W37
1324,109013621770792800,2022-09-17 11:57:39.539000+00:00,2022-W37
1325,109015070345062208,2022-09-17 18:06:03.028000+00:00,2022-W37
1326,109015070511506352,2022-09-17 18:06:05.568000+00:00,2022-W37
1327,109015207424597248,2022-09-17 18:40:54.696000+00:00,2022-W37
1328,109015264383701024,2022-09-17 18:55:23.823000+00:00,2022-W37
1329,109015382488211680,2022-09-17 19:25:25.955000+00:00,2022-W37
1330,109016202663882688,2022-09-17 22:54:00.842000+00:00,2022-W37
1331,109016232712160064,2022-09-17 23:01:39.343000+00:00,2022-W37
1332,109017349178287968,2022-09-18 03:45:35.264000+00:00,2022-W37
1333,109017350294765312,2022-09-18 03:45:52.300000+00:00,2022-W37
1334,109017353388831744,2022-09-18 03:46:39.512000+00:00,2022-W37
1335,109017355982286160,2022-09-18 03:47:19.085000+00:00,2022-W37
1336,109017357126559104,2022-09-18 03:47:36.545000+00:00,2022-W37
1337,109017359811857696,2022-09-18 03:48:17.519000+00:00,2022-W37
1338,109017430345004800,2022-09-18 04:06:13.770000+00:00,2022-W37
1339,109017704067471760,2022-09-18 05:15:50.443000+00:00,2022-W37
1340,109017708824302080,2022-09-18 05:17:03.027000+00:00,2022-W37
1341,109017710970707696,2022-09-18 05:17:35.778000+00:00,2022-W37
1342,109017758272048784,2022-09-18 05:29:37.539000+00:00,2022-W37
1343,109021143394347376,2022-09-18 19:50:30.406000+00:00,2022-W37
1344,109022564601083840,2022-09-19 01:51:56.300000+00:00,2022-W38
1345,109022573309712560,2022-09-19 01:54:09.183000+00:00,2022-W38
1346,109022581349747600,2022-09-19 01:56:11.865000+00:00,2022-W38
1347,109023292253231776,2022-09-19 04:56:59.391000+00:00,2022-W38
1348,109023400379845760,2022-09-19 05:24:29.272000+00:00,2022-W38
1349,109023427512704416,2022-09-19 05:31:23.287000+00:00,2022-W38
1350,109027146043797120,2022-09-19 21:17:03.568000+00:00,2022-W38
1351,109027158266529632,2022-09-19 21:20:10.072000+00:00,2022-W38
1352,109027164115408704,2022-09-19 21:21:39.319000+00:00,2022-W38
1353,109027172111861392,2022-09-19 21:23:41.335000+00:00,2022-W38
1354,109027174635258272,2022-09-19 21:24:19.839000+00:00,2022-W38
1355,109027329176156368,2022-09-19 22:03:37.946000+00:00,2022-W38
1356,109027351625916608,2022-09-19 22:09:20.502000+00:00,2022-W38
1357,109028719836468448,2022-09-20 03:57:17.739000+00:00,2022-W38
1358,109028750631983280,2022-09-20 04:05:07.641000+00:00,2022-W38
1359,109029355974362896,2022-09-20 06:39:04.433000+00:00,2022-W38
1360,109030654812902976,2022-09-20 12:09:23.136000+00:00,2022-W38
1361,109031043885568544,2022-09-20 13:48:19.914000+00:00,2022-W38
1362,109031420197666528,2022-09-20 15:24:01.980000+00:00,2022-W38
1363,109034133215016688,2022-09-21 02:53:59.340000+00:00,2022-W38
1364,109034445460552320,2022-09-21 04:13:23.829000+00:00,2022-W38
1365,109034509456317152,2022-09-21 04:29:40.327000+00:00,2022-W38
1366,109037004563369936,2022-09-21 15:04:12.639000+00:00,2022-W38
1367,109037444657827760,2022-09-21 16:56:07.947000+00:00,2022-W38
1368,109037487795849600,2022-09-21 17:07:06.181000+00:00,2022-W38
1369,109037734818668016,2022-09-21 18:09:55.450000+00:00,2022-W38
1370,109042955621999872,2022-09-22 16:17:38.587000+00:00,2022-W38
1371,109042964985811248,2022-09-22 16:20:01.468000+00:00,2022-W38
1372,109042969118899824,2022-09-22 16:21:04.533000+00:00,2022-W38
1373,109042974079463632,2022-09-22 16:22:20.226000+00:00,2022-W38
1374,109043005696022384,2022-09-22 16:30:22.656000+00:00,2022-W38
1375,109043011285273792,2022-09-22 16:31:47.941000+00:00,2022-W38
1376,109043013479373808,2022-09-22 16:32:21.421000+00:00,2022-W38
1377,109043015216311136,2022-09-22 16:32:47.924000+00:00,2022-W38
1378,109043017032649760,2022-09-22 16:33:15.639000+00:00,2022-W38
1379,109043019423505328,2022-09-22 16:33:52.121000+00:00,2022-W38
1380,109043022128733392,2022-09-22 16:34:33.399000+00:00,2022-W38
1381,109043029415954720,2022-09-22 16:36:24.594000+00:00,2022-W38
1382,109043031500861648,2022-09-22 16:36:56.407000+00:00,2022-W38
1383,109043033402385792,2022-09-22 16:37:25.422000+00:00,2022-W38
1384,109043037784180496,2022-09-22 16:38:32.283000+00:00,2022-W38
1385,109043039814515088,2022-09-22 16:39:03.263000+00:00,2022-W38
1386,109043040215331168,2022-09-22 16:39:09.379000+00:00,2022-W38
1387,109043042159574352,2022-09-22 16:39:39.046000+00:00,2022-W38
1388,109043044079970016,2022-09-22 16:40:08.349000+00:00,2022-W38
1389,109043046718456864,2022-09-22 16:40:48.609000+00:00,2022-W38
1390,109043049604689744,2022-09-22 16:41:32.649000+00:00,2022-W38
1391,109043052662798992,2022-09-22 16:42:19.312000+00:00,2022-W38
1392,109043060060733392,2022-09-22 16:44:12.196000+00:00,2022-W38
1393,109043072164986336,2022-09-22 16:47:16.892000+00:00,2022-W38
1394,109043096100739616,2022-09-22 16:53:22.123000+00:00,2022-W38
1395,109043098458877536,2022-09-22 16:53:58.105000+00:00,2022-W38
1396,109043106118564864,2022-09-22 16:55:54.982000+00:00,2022-W38
1397,109043510125783536,2022-09-22 18:38:39.643000+00:00,2022-W38
1398,109043513429167440,2022-09-22 18:39:30.049000+00:00,2022-W38
1399,109044999912214544,2022-09-23 00:57:31.980000+00:00,2022-W38
1400,109045006193888080,2022-09-23 00:59:07.831000+00:00,2022-W38
1401,109045055968428480,2022-09-23 01:11:47.330000+00:00,2022-W38
1402,109045066981403680,2022-09-23 01:14:35.375000+00:00,2022-W38
1403,109045603804804000,2022-09-23 03:31:06.650000+00:00,2022-W38
1404,109045610050140704,2022-09-23 03:32:41.946000+00:00,2022-W38
1405,109046171457507312,2022-09-23 05:55:28.343000+00:00,2022-W38
1406,109046172178675248,2022-09-23 05:55:39.347000+00:00,2022-W38
1407,109046172685476096,2022-09-23 05:55:47.080000+00:00,2022-W38
1408,109046178611087680,2022-09-23 05:57:17.498000+00:00,2022-W38
1409,109048384699760464,2022-09-23 15:18:19.739000+00:00,2022-W38
1410,109048404143018336,2022-09-23 15:23:16.420000+00:00,2022-W38
1411,109048990512867168,2022-09-23 17:52:23.714000+00:00,2022-W38
1412,109048994480691392,2022-09-23 17:53:24.258000+00:00,2022-W38
1413,109049134877109152,2022-09-23 18:29:06.537000+00:00,2022-W38
1414,109050103940741872,2022-09-23 22:35:33.275000+00:00,2022-W38
1415,109050147686696992,2022-09-23 22:46:40.785000+00:00,2022-W38
1416,109050780875540480,2022-09-24 01:27:42.480000+00:00,2022-W38
1417,109050781473186400,2022-09-24 01:27:51.600000+00:00,2022-W38
1418,109050782494869312,2022-09-24 01:28:07.189000+00:00,2022-W38
1419,109050795122978208,2022-09-24 01:31:19.879000+00:00,2022-W38
1420,109050795746753024,2022-09-24 01:31:29.397000+00:00,2022-W38
1421,109050797040748272,2022-09-24 01:31:49.142000+00:00,2022-W38
1422,109051515318284384,2022-09-24 04:34:29.187000+00:00,2022-W38
1423,109052317065313952,2022-09-24 07:58:22.876000+00:00,2022-W38
1424,109052362543183216,2022-09-24 08:09:56.813000+00:00,2022-W38
1425,109054265503479040,2022-09-24 16:13:53.683000+00:00,2022-W38
1426,109054369938394272,2022-09-24 16:40:27.233000+00:00,2022-W38
1427,109055978545478416,2022-09-24 23:29:32.629000+00:00,2022-W38
1428,109055983405256192,2022-09-24 23:30:46.784000+00:00,2022-W38
1429,109055989533392368,2022-09-24 23:32:20.292000+00:00,2022-W38
1430,109059343563798816,2022-09-25 13:45:18.734000+00:00,2022-W38
1431,109060595127734464,2022-09-25 19:03:36.084000+00:00,2022-W38
1432,109060597179660160,2022-09-25 19:04:07.394000+00:00,2022-W38
1433,109060599161173312,2022-09-25 19:04:37.630000+00:00,2022-W38
1434,109060601670904992,2022-09-25 19:05:15.925000+00:00,2022-W38
1435,109062030497644064,2022-09-26 01:08:38.091000+00:00,2022-W39
1436,109065190772412672,2022-09-26 14:32:20.057000+00:00,2022-W39
1437,109071454920071392,2022-09-27 17:05:23.365000+00:00,2022-W39
1438,109072396496422432,2022-09-27 21:04:50.680000+00:00,2022-W39
1439,109072971603482736,2022-09-27 23:31:06.117000+00:00,2022-W39
1440,109072974147214624,2022-09-27 23:31:44.931000+00:00,2022-W39
1441,109072976039186384,2022-09-27 23:32:13.801000+00:00,2022-W39
1442,109072980062243024,2022-09-27 23:33:15.188000+00:00,2022-W39
1443,109072981068240928,2022-09-27 23:33:30.538000+00:00,2022-W39
1444,109072985430375760,2022-09-27 23:34:37.099000+00:00,2022-W39
1445,109073871317161040,2022-09-28 03:19:54.658000+00:00,2022-W39
1446,109073872627524624,2022-09-28 03:20:14.653000+00:00,2022-W39
1447,109073875476128224,2022-09-28 03:20:58.119000+00:00,2022-W39
1448,109073879381124352,2022-09-28 03:21:57.705000+00:00,2022-W39
1449,109073896185281264,2022-09-28 03:26:14.116000+00:00,2022-W39
1450,109073931309952816,2022-09-28 03:35:10.076000+00:00,2022-W39
1451,109073943231890880,2022-09-28 03:38:11.990000+00:00,2022-W39
1452,109073946414520016,2022-09-28 03:39:00.553000+00:00,2022-W39
1453,109073955862211776,2022-09-28 03:41:24.713000+00:00,2022-W39
1454,109073956597903040,2022-09-28 03:41:35.939000+00:00,2022-W39
1455,109073959949017696,2022-09-28 03:42:27.073000+00:00,2022-W39
1456,109073974309949936,2022-09-28 03:46:06.204000+00:00,2022-W39
1457,109073980185527840,2022-09-28 03:47:35.858000+00:00,2022-W39
1458,109073999684733536,2022-09-28 03:52:33.392000+00:00,2022-W39
1459,109074013015127408,2022-09-28 03:55:56.798000+00:00,2022-W39
1460,109074021311022832,2022-09-28 03:58:03.383000+00:00,2022-W39
1461,109074041503825776,2022-09-28 04:03:11.501000+00:00,2022-W39
1462,109074051322987744,2022-09-28 04:05:41.329000+00:00,2022-W39
1463,109075638979432576,2022-09-28 10:49:27.044000+00:00,2022-W39
1464,109075693097650160,2022-09-28 11:03:12.823000+00:00,2022-W39
1465,109076213665761440,2022-09-28 13:15:36.062000+00:00,2022-W39
1466,109076228092291360,2022-09-28 13:19:16.193000+00:00,2022-W39
1467,109076248091490624,2022-09-28 13:24:21.356000+00:00,2022-W39
1468,109082626904067504,2022-09-29 16:26:34.312000+00:00,2022-W39
1469,109082720069591440,2022-09-29 16:50:15.905000+00:00,2022-W39
1470,109082819903462080,2022-09-29 17:15:39.249000+00:00,2022-W39
1471,109082822890536208,2022-09-29 17:16:24.828000+00:00,2022-W39
1472,109082825110289056,2022-09-29 17:16:58.699000+00:00,2022-W39
1473,109082827490616672,2022-09-29 17:17:35.020000+00:00,2022-W39
1474,109082829464931536,2022-09-29 17:18:05.146000+00:00,2022-W39
1475,109082831819857280,2022-09-29 17:18:41.079000+00:00,2022-W39
1476,109082834374586256,2022-09-29 17:19:20.061000+00:00,2022-W39
1477,109082836210471600,2022-09-29 17:19:48.074000+00:00,2022-W39
1478,109082837976819824,2022-09-29 17:20:15.027000+00:00,2022-W39
1479,109082840064578320,2022-09-29 17:20:46.883000+00:00,2022-W39
1480,109082841845272112,2022-09-29 17:21:14.055000+00:00,2022-W39
1481,109082843566160848,2022-09-29 17:21:40.313000+00:00,2022-W39
1482,109082853925346464,2022-09-29 17:24:18.382000+00:00,2022-W39
1483,109087391260724912,2022-09-30 12:38:12.625000+00:00,2022-W39
1484,109087669567384432,2022-09-30 13:48:59.248000+00:00,2022-W39
1485,109087676815025424,2022-09-30 13:50:49.838000+00:00,2022-W39
1486,109087681418723552,2022-09-30 13:52:00.085000+00:00,2022-W39
1487,109089443514500096,2022-09-30 21:20:07.533000+00:00,2022-W39
1488,109089451823530160,2022-09-30 21:22:14.319000+00:00,2022-W39
1489,109089461150286000,2022-09-30 21:24:36.634000+00:00,2022-W39
1490,109089462573426416,2022-09-30 21:24:58.349000+00:00,2022-W39
1491,109089468298115840,2022-09-30 21:26:25.701000+00:00,2022-W39
1492,109089470883628592,2022-09-30 21:27:05.153000+00:00,2022-W39
1493,109089481990373952,2022-09-30 21:29:54.628000+00:00,2022-W39
1494,109089494181583072,2022-09-30 21:33:00.651000+00:00,2022-W39
1495,109089704935619568,2022-09-30 22:26:36.502000+00:00,2022-W39
1496,109089793652113568,2022-09-30 22:49:10.209000+00:00,2022-W39
1497,109089823116767968,2022-09-30 22:56:39.804000+00:00,2022-W39
1498,109090467565467168,2022-10-01 01:40:33.310000+00:00,2022-W39
1499,109090560207884448,2022-10-01 02:04:06.922000+00:00,2022-W39
1500,109090561012132224,2022-10-01 02:04:19.193000+00:00,2022-W39
1501,109093444861506224,2022-10-01 14:17:43.243000+00:00,2022-W39
1502,109093466135006944,2022-10-01 14:23:07.851000+00:00,2022-W39
1503,109094194476733872,2022-10-01 17:28:21.463000+00:00,2022-W39
1504,109094540519266768,2022-10-01 18:56:21.653000+00:00,2022-W39
1505,109094726313017360,2022-10-01 19:43:36.641000+00:00,2022-W39
1506,109094745574428048,2022-10-01 19:48:30.547000+00:00,2022-W39
1507,109096015707897600,2022-10-02 01:11:31.245000+00:00,2022-W39
1508,109096016703746384,2022-10-02 01:11:46.441000+00:00,2022-W39
1509,109096018665300992,2022-10-02 01:12:16.372000+00:00,2022-W39
1510,109096019449779952,2022-10-02 01:12:28.342000+00:00,2022-W39
1511,109096019981854368,2022-10-02 01:12:36.461000+00:00,2022-W39
1512,109096024389824400,2022-10-02 01:13:43.721000+00:00,2022-W39
1513,109096034539422880,2022-10-02 01:16:18.592000+00:00,2022-W39
1514,109096430339056496,2022-10-02 02:56:58.015000+00:00,2022-W39
1515,109099522770372096,2022-10-02 16:03:24.772000+00:00,2022-W39
1516,109100105061041936,2022-10-02 18:31:29.823000+00:00,2022-W39
1517,109100691285674352,2022-10-02 21:00:34.901000+00:00,2022-W39
1518,109100911190039248,2022-10-02 21:56:30.375000+00:00,2022-W39
1519,109100916029893712,2022-10-02 21:57:44.225000+00:00,2022-W39
1520,109102258492682592,2022-10-03 03:39:08.582000+00:00,2022-W40
1521,109105107965281984,2022-10-03 15:43:48.083000+00:00,2022-W40
1522,109105126982139168,2022-10-03 15:48:38.257000+00:00,2022-W40
1523,109105184877004128,2022-10-03 16:03:21.663000+00:00,2022-W40
1524,109105628785297088,2022-10-03 17:56:15.166000+00:00,2022-W40
1525,109105631559878464,2022-10-03 17:56:57.503000+00:00,2022-W40
1526,109105705671775216,2022-10-03 18:15:48.360000+00:00,2022-W40
1527,109105707694120112,2022-10-03 18:16:19.219000+00:00,2022-W40
1528,109105709894644928,2022-10-03 18:16:52.796000+00:00,2022-W40
1529,109105711968008432,2022-10-03 18:17:24.433000+00:00,2022-W40
1530,109105715495752624,2022-10-03 18:18:18.262000+00:00,2022-W40
1531,109106987671479808,2022-10-03 23:41:50.123000+00:00,2022-W40
1532,109110378607366880,2022-10-04 14:04:11.699000+00:00,2022-W40
1533,109110471933646656,2022-10-04 14:27:55.745000+00:00,2022-W40
1534,109111028290266768,2022-10-04 16:49:25.073000+00:00,2022-W40
1535,109111032868636448,2022-10-04 16:50:34.934000+00:00,2022-W40
1536,109111035929718448,2022-10-04 16:51:21.642000+00:00,2022-W40
1537,109111133301453568,2022-10-04 17:16:07.417000+00:00,2022-W40
1538,109111135355607072,2022-10-04 17:16:38.761000+00:00,2022-W40
1539,109111137715256048,2022-10-04 17:17:14.766000+00:00,2022-W40
1540,109111139246986432,2022-10-04 17:17:38.138000+00:00,2022-W40
1541,109111141098371536,2022-10-04 17:18:06.388000+00:00,2022-W40
1542,109111143241381632,2022-10-04 17:18:39.088000+00:00,2022-W40
1543,109111145411137872,2022-10-04 17:19:12.196000+00:00,2022-W40
1544,109111147089950288,2022-10-04 17:19:37.812000+00:00,2022-W40
1545,109111148940066944,2022-10-04 17:20:06.043000+00:00,2022-W40
1546,109111150638769184,2022-10-04 17:20:31.963000+00:00,2022-W40
1547,109111152598104000,2022-10-04 17:21:01.860000+00:00,2022-W40
1548,109111772038627952,2022-10-04 19:58:33.773000+00:00,2022-W40
1549,109111777487179840,2022-10-04 19:59:56.911000+00:00,2022-W40
1550,109112267396149056,2022-10-04 22:04:32.328000+00:00,2022-W40
1551,109116765002212352,2022-10-05 17:08:20.351000+00:00,2022-W40
1552,109122377141144112,2022-10-06 16:55:34.795000+00:00,2022-W40
1553,109122385648276096,2022-10-06 16:57:44.603000+00:00,2022-W40
1554,109122388116469280,2022-10-06 16:58:22.265000+00:00,2022-W40
1555,109122997977577536,2022-10-06 19:33:28.007000+00:00,2022-W40
1556,109123113266275936,2022-10-06 20:02:47.173000+00:00,2022-W40
1557,109123191504137328,2022-10-06 20:22:40.988000+00:00,2022-W40
1558,109123194844671696,2022-10-06 20:23:31.960000+00:00,2022-W40
1559,109123309236439296,2022-10-06 20:52:37.440000+00:00,2022-W40
1560,109123317787092688,2022-10-06 20:54:47.913000+00:00,2022-W40
1561,109123343269356448,2022-10-06 21:01:16.741000+00:00,2022-W40
1562,109123390596899808,2022-10-06 21:13:18.902000+00:00,2022-W40
1563,109123689093084720,2022-10-06 22:29:13.593000+00:00,2022-W40
1564,109123689810884352,2022-10-06 22:29:24.545000+00:00,2022-W40
