week_id,week_start,week_end,posts_processed,twitter_posts,truth_posts,reposts,original_posts,unique_nodes,edge_count,negative_posts,neutral_posts,positive_posts
2024-W05,2024-01-29,2024-02-04,92,0,92,23,69,145,806,35,19,38
2024-W06,2024-02-05,2024-02-11,137,0,137,42,95,140,708,58,34,45
2024-W07,2024-02-12,2024-02-18,130,0,130,50,80,155,776,50,53,27
2024-W08,2024-02-19,2024-02-25,92,0,92,15,77,136,678,26,26,40
2024-W09,2024-02-26,2024-03-03,117,0,117,14,103,199,1175,26,31,60
2024-W10,2024-03-04,2024-03-10,186,0,186,50,136,229,1349,65,41,80
2024-W11,2024-03-11,2024-03-17,134,0,134,61,73,190,1039,47,52,35
2024-W12,2024-03-18,2024-03-24,152,0,152,39,113,180,1149,68,42,42
2024-W13,2024-03-25,2024-03-31,121,0,121,25,96,157,897,54,33,34
2024-W14,2024-04-01,2024-04-07,104,0,104,31,73,148,780,29,33,42
2024-W15,2024-04-08,2024-04-14,134,0,134,31,103,152,806,51,40,43
2024-W16,2024-04-15,2024-04-21,142,0,142,26,116,133,599,53,47,42
2024-W17,2024-04-22,2024-04-28,158,0,158,61,97,190,1109,74,57,27
2024-W18,2024-04-29,2024-05-05,198,0,198,68,130,210,1354,72,77,49
2024-W19,2024-05-06,2024-05-12,188,0,188,65,123,195,1055,70,64,54
2024-W20,2024-05-13,2024-05-19,118,0,118,20,98,151,934,59,28,31
2024-W21,2024-05-20,2024-05-26,205,0,205,38,167,255,1621,47,36,122
2024-W22,2024-05-27,2024-06-02,184,0,184,27,157,154,865,79,67,38
2024-W23,2024-06-03,2024-06-09,143,0,143,38,105,161,842,49,42,52
2024-W24,2024-06-10,2024-06-16,110,0,110,34,76,162,997,20,29,61
2024-W25,2024-06-17,2024-06-23,146,0,146,65,81,182,1103,32,53,61
2024-W26,2024-06-24,2024-06-30,154,0,154,71,83,151,893,47,73,34
2024-W27,2024-07-01,2024-07-07,100,0,100,41,59,132,737,29,40,31
2024-W28,2024-07-08,2024-07-14,116,0,116,30,86,139,776,44,42,30
2024-W29,2024-07-15,2024-07-21,73,0,73,18,55,116,654,17,13,43
2024-W30,2024-07-22,2024-07-28,133,0,133,38,95,170,1059,45,35,53
2024-W31,2024-07-29,2024-08-04,178,0,178,75,103,205,1272,62,59,57
2024-W32,2024-08-05,2024-08-11,203,0,203,83,120,196,983,70,75,58
2024-W33,2024-08-12,2024-08-18,174,0,174,35,139,211,1245,48,37,89
2024-W34,2024-08-19,2024-08-25,193,0,193,61,132,189,1218,88,55,50
2024-W35,2024-08-26,2024-09-01,194,0,194,95,99,201,1361,70,70,54
2024-W36,2024-09-02,2024-09-08,123,0,123,23,100,148,837,36,43,44
2024-W37,2024-09-09,2024-09-15,137,0,137,44,93,167,896,52,47,38
2024-W38,2024-09-16,2024-09-22,151,0,151,69,82,162,816,29,59,63
2024-W39,2024-09-23,2024-09-29,151,0,151,48,103,152,870,66,34,51
2024-W40,2024-09-30,2024-10-06,171,0,171,53,118,182,1218,77,48,46
2024-W41,2024-10-07,2024-10-13,169,0,169,41,128,183,1178,54,54,61
2024-W42,2024-10-14,2024-10-20,123,0,123,53,70,126,612,43,38,42
2024-W43,2024-10-21,2024-10-27,182,0,182,63,119,166,1028,47,55,80
2024-W44,2024-10-28,2024-11-03,194,0,194,55,139,173,1084,52,46,96
2024-W45,2024-11-04,2024-11-10,66,0,66,17,49,79,262,9,24,33
2024-W46,2024-11-11,2024-11-17,36,0,36,9,27,96,424,4,10,22
2024-W47,2024-11-18,2024-11-24,27,0,27,1,26,56,213,7,7,13
2024-W48,2024-11-25,2024-12-01,32,0,32,5,27,80,457,10,8,14
2024-W49,2024-12-02,2024-12-08,65,0,65,7,58,169,960,6,16,43
2024-W50,2024-12-09,2024-12-15,48,0,48,3,45,130,704,6,4,38
2024-W51,2024-12-16,2024-12-22,79,0,79,17,62,174,1090,20,15,44
2024-W52,2024-12-23,2024-12-29,30,0,30,6,24,79,331,5,10,15
2025-W01,2024-12-30,2025-01-05,33,0,33,3,30,119,733,13,1,19
2025-W02,2025-01-06,2025-01-12,67,0,67,19,48,110,402,19,15,33
2025-W03,2025-01-13,2025-01-19,85,0,85,37,48,120,489,17,30,38
2025-W04,2025-01-20,2025-01-26,54,0,54,24,30,91,333,6,16,32
2025-W05,2025-01-27,2025-02-02,51,0,51,4,47,82,323,14,7,30
2025-W06,2025-02-03,2025-02-09,64,0,64,13,51,114,500,14,9,41
2025-W07,2025-02-10,2025-02-16,69,0,69,8,61,116,491,17,23,29
2025-W08,2025-02-17,2025-02-23,54,0,54,5,49,99,480,12,19,23
2025-W09,2025-02-24,2025-03-02,76,0,76,14,62,125,573,14,17,45
2025-W10,2025-03-03,2025-03-09,43,0,43,2,41,84,351,17,10,16
2025-W11,2025-03-10,2025-03-16,75,0,75,4,71,117,524,26,11,38
2025-W12,2025-03-17,2025-03-23,80,0,80,3,77,133,596,22,20,38
2025-W13,2025-03-24,2025-03-30,76,0,76,3,73,167,902,19,14,43
2025-W14,2025-03-31,2025-04-06,58,0,58,5,53,106,490,13,13,32
2025-W15,2025-04-07,2025-04-13,73,0,73,3,70,106,548,16,12,45
2025-W16,2025-04-14,2025-04-20,66,0,66,6,60,121,545,22,8,36
2025-W17,2025-04-21,2025-04-27,49,0,49,6,43,103,448,18,12,19
2025-W18,2025-04-28,2025-05-04,77,0,77,6,71,122,590,15,15,47
2025-W19,2025-05-05,2025-05-11,106,0,106,8,98,164,853,14,24,68
2025-W20,2025-05-12,2025-05-18,72,0,72,22,50,102,454,22,19,31
2025-W21,2025-05-19,2025-05-25,41,0,41,3,38,94,413,8,7,26
2025-W22,2025-05-26,2025-06-01,64,0,64,4,60,110,487,14,7,43
2025-W23,2025-06-02,2025-06-08,49,0,49,3,46,96,433,23,8,18
2025-W24,2025-06-09,2025-06-15,58,0,58,2,56,84,395,22,5,31
2025-W25,2025-06-16,2025-06-22,70,0,70,1,69,135,867,18,7,45
2025-W26,2025-06-23,2025-06-29,111,0,111,5,106,135,730,41,18,52
2025-W27,2025-06-30,2025-07-06,74,0,74,4,70,125,610,14,12,48
2025-W28,2025-07-07,2025-07-13,57,0,57,7,50,135,868,15,11,31
2025-W29,2025-07-14,2025-07-20,83,0,83,8,75,157,860,18,17,48
2025-W30,2025-07-21,2025-07-27,75,0,75,7,68,142,737,17,13,45
2025-W31,2025-07-28,2025-08-03,81,0,81,10,71,149,919,32,17,32
2025-W32,2025-08-04,2025-08-10,73,0,73,8,65,99,317,19,14,40
2025-W33,2025-08-11,2025-08-17,77,0,77,6,71,116,451,17,19,41
2025-W34,2025-08-18,2025-08-24,93,0,93,6,87,203,1384,24,11,58
2025-W35,2025-08-25,2025-08-31,64,0,64,4,60,96,368,24,10,30
2025-W36,2025-09-01,2025-09-07,39,0,39,2,37,87,466,21,7,11
2025-W37,2025-09-08,2025-09-14,51,0,51,3,48,102,449,13,9,29
2025-W38,2025-09-15,2025-09-21,59,0,59,8,51,161,1043,23,12,24
2025-W39,2025-09-22,2025-09-28,55,0,55,12,43,140,792,16,11,28
2025-W40,2025-09-29,2025-10-05,40,0,40,4,36,102,431,19,5,16
2025-W41,2025-10-06,2025-10-12,22,0,22,2,20,72,357,5,3,14
