week_id,week_start,week_end,posts_processed,twitter_posts,truth_posts,reposts,original_posts,unique_nodes,edge_count,negative_posts,neutral_posts,positive_posts,top_topic,top_topic_node,top_topic_count,top_entity,top_entity_node,top_entity_count,top_nodes_json
2012-W13,2012-03-26,2012-04-01,51,51,0,0,51,69,233,21,23,7,Media Communications,topic::media_communications,26,Baracko,per::baracko,5,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":26},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":14},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":14},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":13},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":7},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":6},{""node"":""per::baracko"",""label"":""Baracko"",""count"":5},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":5},{""node"":""mention::gretawire"",""label"":""@gretawire"",""count"":4},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":3},{""node"":""loc::china"",""label"":""China"",""count"":3},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":3}]"
2012-W14,2012-04-02,2012-04-08,47,47,0,0,47,67,248,16,18,13,Media Communications,topic::media_communications,24,Barackobama,per::barackobama,5,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":24},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":15},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":9},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":9},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":9},{""node"":""per::barackobama"",""label"":""Barackobama"",""count"":5},{""node"":""loc::america"",""label"":""America"",""count"":4},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":4},{""node"":""per::ricksantorum"",""label"":""Ricksantorum"",""count"":4},{""node"":""mention::ricksantorum"",""label"":""@ricksantorum"",""count"":4},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":4},{""node"":""loc::china"",""label"":""China"",""count"":4}]"
2012-W15,2012-04-09,2012-04-15,40,40,0,0,40,52,139,12,16,12,Media Communications,topic::media_communications,24,China,loc::china,3,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":24},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":11},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":9},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":4},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":4},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":4},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":3},{""node"":""loc::china"",""label"":""China"",""count"":3},{""node"":""loc::america"",""label"":""America"",""count"":3},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":3},{""node"":""org::fda"",""label"":""Fda"",""count"":2},{""node"":""per::baracko"",""label"":""Baracko"",""count"":2}]"
2012-W16,2012-04-16,2012-04-22,38,38,0,0,38,55,145,9,10,19,Media Communications,topic::media_communications,24,Baracko,per::baracko,4,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":24},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":12},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":5},{""node"":""per::baracko"",""label"":""Baracko"",""count"":4},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":3},{""node"":""mention::macys"",""label"":""@macys"",""count"":3},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":3},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":3},{""node"":""hashtag::celebrityapprentice"",""label"":""#celebrityapprentice"",""count"":2},{""node"":""hashtag::celebapprentice"",""label"":""#celebapprentice"",""count"":2},{""node"":""per::mi"",""label"":""Mi"",""count"":2},{""node"":""per::r"",""label"":""R"",""count"":2}]"
2012-W17,2012-04-23,2012-04-29,39,39,0,0,39,43,105,14,13,12,Media Communications,topic::media_communications,20,China,loc::china,3,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":20},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":10},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":9},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":8},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":6},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":3},{""node"":""loc::china"",""label"":""China"",""count"":3},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":3},{""node"":""mention::nbc"",""label"":""@nbc"",""count"":2},{""node"":""org::r"",""label"":""R"",""count"":2},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":2},{""node"":""loc::scotland"",""label"":""Scotland"",""count"":2}]"
2012-W18,2012-04-30,2012-05-06,44,44,0,0,44,56,177,17,15,12,Media Communications,topic::media_communications,26,America,loc::america,4,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":26},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":11},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":8},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":6},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":6},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":4},{""node"":""loc::america"",""label"":""America"",""count"":4},{""node"":""per::baracko"",""label"":""Baracko"",""count"":4},{""node"":""loc::china"",""label"":""China"",""count"":4},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":3},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":3},{""node"":""mention::squawkcnbc"",""label"":""@squawkcnbc"",""count"":2}]"
2012-W19,2012-05-07,2012-05-13,69,69,0,0,69,73,207,21,22,26,Media Communications,topic::media_communications,45,Us,loc::us,4,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":45},{""node"":""hashtag::sweepstweet"",""label"":""#sweepstweet"",""count"":21},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":8},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":8},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":8},{""node"":""hashtag::celebrityapprentice"",""label"":""#celebrityapprentice"",""count"":7},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":7},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":7},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":7},{""node"":""mention::lisalampanelli"",""label"":""@lisalampanelli"",""count"":6},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":6},{""node"":""mention::johnrich"",""label"":""@johnrich"",""count"":5}]"
2012-W20,2012-05-14,2012-05-20,39,39,0,0,39,63,245,15,13,11,Media Communications,topic::media_communications,24,Mi,per::mi,4,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":24},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":12},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":11},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":7},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":5},{""node"":""per::mi"",""label"":""Mi"",""count"":4},{""node"":""per::mark zuckerberg"",""label"":""Mark Zuckerberg"",""count"":4},{""node"":""org::r"",""label"":""R"",""count"":4},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":3},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":3},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":3},{""node"":""loc::china"",""label"":""China"",""count"":2}]"
2012-W21,2012-05-21,2012-05-27,42,42,0,0,42,58,177,11,15,16,Media Communications,topic::media_communications,26,Baracko,per::baracko,8,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":26},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":15},{""node"":""per::baracko"",""label"":""Baracko"",""count"":8},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":5},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":5},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":4},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":3},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":3},{""node"":""topic::social_culture_education"",""label"":""Social Culture Education"",""count"":3},{""node"":""per::wright"",""label"":""Wright"",""count"":2},{""node"":""per::obama"",""label"":""Obama"",""count"":2},{""node"":""per::mi"",""label"":""Mi"",""count"":2}]"
2012-W22,2012-05-28,2012-06-03,60,60,0,0,60,76,229,23,22,15,Media Communications,topic::media_communications,42,Baracko,per::baracko,7,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":42},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":22},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":12},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":10},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":9},{""node"":""per::baracko"",""label"":""Baracko"",""count"":7},{""node"":""per::mi"",""label"":""Mi"",""count"":5},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":5},{""node"":""per::ttr"",""label"":""Ttr"",""count"":4},{""node"":""per::barackobama"",""label"":""Barackobama"",""count"":4},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":4},{""node"":""mention::missusa"",""label"":""@missusa"",""count"":4}]"
2012-W23,2012-06-04,2012-06-10,47,47,0,0,47,58,142,21,7,19,Media Communications,topic::media_communications,31,Obama,per::obama,4,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":31},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":12},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":10},{""node"":""hashtag::missusa"",""label"":""#missusa"",""count"":4},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":4},{""node"":""per::obama"",""label"":""Obama"",""count"":4},{""node"":""per::baracko"",""label"":""Baracko"",""count"":4},{""node"":""loc::china"",""label"":""China"",""count"":3},{""node"":""loc::wisconsin"",""label"":""Wisconsin"",""count"":3},{""node"":""per::mi"",""label"":""Mi"",""count"":3},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":3},{""node"":""org::nbc"",""label"":""Nbc"",""count"":2}]"
2012-W24,2012-06-11,2012-06-17,48,48,0,0,48,65,191,17,15,16,Media Communications,topic::media_communications,23,China,loc::china,5,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":23},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":11},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":11},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":9},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":8},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":6},{""node"":""loc::china"",""label"":""China"",""count"":5},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":5},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":3},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":3},{""node"":""org::mi"",""label"":""Mi"",""count"":3},{""node"":""org::r"",""label"":""R"",""count"":3}]"
2012-W25,2012-06-18,2012-06-24,31,31,0,0,31,40,104,12,13,6,Media Communications,topic::media_communications,15,Baracko,per::baracko,6,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":15},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":13},{""node"":""per::baracko"",""label"":""Baracko"",""count"":6},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":5},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":5},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":4},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":4},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":3},{""node"":""per::barackobama"",""label"":""Barackobama"",""count"":2},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":2},{""node"":""loc::u. s"",""label"":""U. S"",""count"":2},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":2}]"
2012-W26,2012-06-25,2012-07-01,38,38,0,0,38,46,131,12,15,11,Health Public Health,topic::health_public_health,16,Baracko,per::baracko,4,"[{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":16},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":12},{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":10},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":9},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":7},{""node"":""per::baracko"",""label"":""Baracko"",""count"":4},{""node"":""per::mi"",""label"":""Mi"",""count"":4},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":3},{""node"":""org::muslim brotherhood"",""label"":""Muslim Brotherhood"",""count"":3},{""node"":""per::barackobama"",""label"":""Barackobama"",""count"":3},{""node"":""mention::obamacare"",""label"":""@obamacare"",""count"":3},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":3}]"
2012-W27,2012-07-02,2012-07-08,35,35,0,0,35,45,116,15,11,9,Media Communications,topic::media_communications,24,Baracko,per::baracko,4,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":24},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":11},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":9},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":5},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":5},{""node"":""per::baracko"",""label"":""Baracko"",""count"":4},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":3},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":3},{""node"":""loc::america"",""label"":""America"",""count"":3},{""node"":""org::barackobama"",""label"":""Barackobama"",""count"":3},{""node"":""loc::china"",""label"":""China"",""count"":2},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":2}]"
2012-W28,2012-07-09,2012-07-15,42,42,0,0,42,52,157,18,11,13,Media Communications,topic::media_communications,26,Baracko,per::baracko,6,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":26},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":20},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":9},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":7},{""node"":""per::baracko"",""label"":""Baracko"",""count"":6},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":6},{""node"":""per::barackobama"",""label"":""Barackobama"",""count"":5},{""node"":""loc::scotland"",""label"":""Scotland"",""count"":4},{""node"":""org::barackobama"",""label"":""Barackobama"",""count"":4},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":4},{""node"":""org::r"",""label"":""R"",""count"":4},{""node"":""topic::social_culture_education"",""label"":""Social Culture Education"",""count"":3}]"
2012-W29,2012-07-16,2012-07-22,71,71,0,0,71,75,228,29,25,17,Media Communications,topic::media_communications,48,Baracko,per::baracko,13,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":48},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":38},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":13},{""node"":""per::baracko"",""label"":""Baracko"",""count"":13},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":10},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":9},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":7},{""node"":""org::barackobama"",""label"":""Barackobama"",""count"":6},{""node"":""per::barackobama"",""label"":""Barackobama"",""count"":6},{""node"":""org::r"",""label"":""R"",""count"":4},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":4},{""node"":""per::mi"",""label"":""Mi"",""count"":3}]"
2012-W30,2012-07-23,2012-07-29,34,34,0,0,34,56,161,15,13,6,Media Communications,topic::media_communications,17,R,org::r,3,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":17},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":15},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":8},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":6},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":3},{""node"":""org::r"",""label"":""R"",""count"":3},{""node"":""org::mi"",""label"":""Mi"",""count"":3},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":3},{""node"":""per::barackobama"",""label"":""Barackobama"",""count"":3},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":3},{""node"":""loc::china"",""label"":""China"",""count"":3},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":2}]"
2012-W31,2012-07-30,2012-08-05,45,45,0,0,45,60,247,16,14,15,Media Communications,topic::media_communications,22,Barackobama,per::barackobama,5,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":22},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":17},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":11},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":10},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":10},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":8},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":5},{""node"":""per::barackobama"",""label"":""Barackobama"",""count"":5},{""node"":""per::mi"",""label"":""Mi"",""count"":5},{""node"":""per::baracko"",""label"":""Baracko"",""count"":5},{""node"":""loc::us"",""label"":""Us"",""count"":4},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":3}]"
2012-W32,2012-08-06,2012-08-12,83,83,0,1,82,80,287,35,25,23,Media Communications,topic::media_communications,52,Baracko,per::baracko,12,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":52},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":27},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":20},{""node"":""per::baracko"",""label"":""Baracko"",""count"":12},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":10},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":9},{""node"":""loc::china"",""label"":""China"",""count"":8},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":7},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":7},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":7},{""node"":""org::mi"",""label"":""Mi"",""count"":4},{""node"":""loc::america"",""label"":""America"",""count"":4}]"
2012-W33,2012-08-13,2012-08-19,77,77,0,0,77,81,276,33,16,28,Media Communications,topic::media_communications,46,Baracko,per::baracko,9,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":46},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":19},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":14},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":12},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":11},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":10},{""node"":""per::baracko"",""label"":""Baracko"",""count"":9},{""node"":""mention::paulryanvp"",""label"":""@paulryanvp"",""count"":8},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":8},{""node"":""per::mi"",""label"":""Mi"",""count"":7},{""node"":""loc::china"",""label"":""China"",""count"":6},{""node"":""per::barackobama"",""label"":""Barackobama"",""count"":5}]"
2012-W34,2012-08-20,2012-08-26,77,77,0,0,77,96,289,26,14,37,Media Communications,topic::media_communications,45,Baracko,per::baracko,6,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":45},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":18},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":12},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":10},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":8},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":7},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":6},{""node"":""per::baracko"",""label"":""Baracko"",""count"":6},{""node"":""mention::rnc"",""label"":""@rnc"",""count"":5},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":5},{""node"":""per::barackobama"",""label"":""Barackobama"",""count"":5},{""node"":""loc::america"",""label"":""America"",""count"":3}]"
2012-W35,2012-08-27,2012-09-02,79,79,0,0,79,88,336,40,17,22,Media Communications,topic::media_communications,40,Mi,per::mi,12,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":40},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":20},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":15},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":13},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":12},{""node"":""per::mi"",""label"":""Mi"",""count"":12},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":12},{""node"":""loc::china"",""label"":""China"",""count"":10},{""node"":""per::baracko"",""label"":""Baracko"",""count"":8},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":7},{""node"":""per::ttr"",""label"":""Ttr"",""count"":6},{""node"":""per::barackobama"",""label"":""Barackobama"",""count"":5}]"
2012-W36,2012-09-03,2012-09-09,58,58,0,0,58,61,166,31,13,14,Media Communications,topic::media_communications,34,Barackobama,per::barackobama,5,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":34},{""node"":""mention::barackobama"",""label"":""@barackobama"",""count"":21},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":12},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":6},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":5},{""node"":""per::barackobama"",""label"":""Barackobama"",""count"":5},{""node"":""mention::dnc"",""label"":""@dnc"",""count"":4},{""node"":""per::baracko"",""label"":""Baracko"",""count"":4},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":4},{""node"":""loc::us"",""label"":""Us"",""count"":4},{""node"":""topic::defense_military_veterans"",""label"":""Defense Military Veterans"",""count"":4},{""node"":""org::barackobama"",""label"":""Barackobama"",""count"":3}]"
2012-W37,2012-09-10,2012-09-16,87,87,0,1,86,89,282,51,23,13,Media Communications,topic::media_communications,45,Obama,per::obama,33,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":45},{""node"":""per::obama"",""label"":""Obama"",""count"":33},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":33},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":13},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":9},{""node"":""loc::egypt"",""label"":""Egypt"",""count"":9},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":8},{""node"":""loc::libya"",""label"":""Libya"",""count"":8},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":6},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":6},{""node"":""topic::defense_military_veterans"",""label"":""Defense Military Veterans"",""count"":5},{""node"":""per::barack obama"",""label"":""Barack Obama"",""count"":4}]"
2012-W38,2012-09-17,2012-09-23,83,83,0,0,83,72,209,30,28,25,Media Communications,topic::media_communications,48,Obama,per::obama,20,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":48},{""node"":""per::obama"",""label"":""Obama"",""count"":20},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":19},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":15},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":9},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":7},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":5},{""node"":""loc::china"",""label"":""China"",""count"":5},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":5},{""node"":""per::mi"",""label"":""Mi"",""count"":4},{""node"":""org::r"",""label"":""R"",""count"":3},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":3}]"
2012-W39,2012-09-24,2012-09-30,110,110,0,1,109,91,252,38,30,42,Media Communications,topic::media_communications,60,Obama,per::obama,22,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":60},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":29},{""node"":""per::obama"",""label"":""Obama"",""count"":22},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":12},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":10},{""node"":""topic::social_culture_education"",""label"":""Social Culture Education"",""count"":9},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":9},{""node"":""mention::libertyu"",""label"":""@libertyu"",""count"":8},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":7},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":6},{""node"":""loc::china"",""label"":""China"",""count"":5},{""node"":""org::liberty university"",""label"":""Liberty University"",""count"":4}]"
2012-W40,2012-10-01,2012-10-07,85,85,0,0,85,72,222,23,23,39,Media Communications,topic::media_communications,55,Obama,per::obama,24,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":55},{""node"":""per::obama"",""label"":""Obama"",""count"":24},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":16},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":12},{""node"":""mention::mittromney"",""label"":""@mittromney"",""count"":10},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":9},{""node"":""per::mi"",""label"":""Mi"",""count"":9},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":9},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":9},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":7},{""node"":""loc::libya"",""label"":""Libya"",""count"":4},{""node"":""per::ttr"",""label"":""Ttr"",""count"":4}]"
