node_id,label,node_type,total_count
hashtag::inprimary,#inprimary,hashtag,10
hashtag::keepamericagreat,#keepamericagreat,hashtag,10
hashtag::ndaa,#ndaa,hashtag,10
hashtag::nhpolitics,#nhpolitics,hashtag,10
hashtag::pelositantrum,#pelositantrum,hashtag,10
hashtag::presidenttrump,#presidenttrump,hashtag,10
hashtag::theartofthedeal,#theartofthedeal,hashtag,10
hashtag::trump4president,#trump4president,hashtag,10
hashtag::veterans,#veterans,hashtag,10
loc::at,At,loc,10
loc::doonbeg,Doonbeg,loc,10
loc::flor,Flor,loc,10
loc::hotel,Hotel,loc,10
loc::ic,Ic,loc,10
loc::ira,Ira,loc,10
loc::is,Is,loc,10
loc::kenosha,Kenosha,loc,10
loc::macon,Macon,loc,10
loc::madison square garden,Madison Square Garden,loc,10
loc::mason city,Mason City,loc,10
loc::mobile,Mobile,loc,10
loc::nation,Nation,loc,10
loc::normandy,Normandy,loc,10
loc::park,Park,loc,10
loc::tehran,Tehran,loc,10
loc::tulsa,Tulsa,loc,10
loc::v,V,loc,10
loc::whiteh,Whiteh,loc,10
mention::_ero,@_ero,mention,10
mention::_snurk,@_snurk,mention,10
mention::aberdeencc,@aberdeencc,mention,10
mention::aberdeenshire,@aberdeenshire,mention,10
mention::bdean1468,@bdean1468,mention,10
mention::billhemmer,@billhemmer,mention,10
mention::chris_r_2014,@chris_r_2014,mention,10
mention::cortessteve,@cortessteve,mention,10
mention::danhenninger,@danhenninger,mention,10
mention::drake4444444,@drake4444444,mention,10
mention::erinburnett,@erinburnett,mention,10
mention::espngreeny,@espngreeny,mention,10
mention::explorepress,@explorepress,mention,10
mention::garyplayer,@garyplayer,mention,10
mention::gavinnewsom,@gavinnewsom,mention,10
mention::goangelo,@goangelo,mention,10
mention::golfdigestmag,@golfdigestmag,mention,10
mention::greggutfeldshow,@greggutfeldshow,mention,10
mention::hbo,@hbo,mention,10
mention::heyjude88,@heyjude88,mention,10
mention::howardkurtz,@howardkurtz,mention,10
mention::jdickerson,@jdickerson,mention,10
mention::jimjordan,@jimjordan,mention,10
mention::jonathanturley,@jonathanturley,mention,10
mention::judgenap,@judgenap,mention,10
mention::lancegooden,@lancegooden,mention,10
mention::limbaugh,@limbaugh,mention,10
mention::lindasuhler,@lindasuhler,mention,10
mention::miamiherald,@miamiherald,mention,10
mention::monicacrowley,@monicacrowley,mention,10
mention::nato,@nato,mention,10
mention::nbcnightlynews,@nbcnightlynews,mention,10
mention::petestauber,@petestauber,mention,10
mention::pgachampionship,@pgachampionship,mention,10
mention::playstrumpcard,@playstrumpcard,mention,10
mention::ralphreed,@ralphreed,mention,10
mention::rasmussen_poll,@rasmussen_poll,mention,10
mention::realdonald,@realdonald,mention,10
mention::realdonaldtrumpit,@realdonaldtrumpit,mention,10
mention::realsaavedra,@realsaavedra,mention,10
mention::ryanbushby,@ryanbushby,mention,10
mention::seanparnellusa,@seanparnellusa,mention,10
mention::senatorlankford,@senatorlankford,mention,10
mention::senrobportman,@senrobportman,mention,10
mention::sexcounseling,@sexcounseling,mention,10
mention::stillgray,@stillgray,mention,10
mention::stuartpstevens,@stuartpstevens,mention,10
mention::sundayfutures,@sundayfutures,mention,10
mention::tgowdysc,@tgowdysc,mention,10
mention::usarmy,@usarmy,mention,10
mention::usnationalguard,@usnationalguard,mention,10
mention::wsjopinion,@wsjopinion,mention,10
mention::youtube,@youtube,mention,10
org::al qaeda,Al Qaeda,org,10
org::america first patriot,America First Patriot,org,10
org::american energy independence,American Energy Independence,org,10
org::american workers,American Workers,org,10
org::aoc,Aoc,org,10
org::at & t,At & T,org,10
org::barack,Barack,org,10
org::big,Big,org,10
org::cbs news,Cbs News,org,10
org::chinese communist party,Chinese Communist Party,org,10
org::citizens _ united,Citizens _ United,org,10
org::cnn & msdnc,Cnn & Msdnc,org,10
org::cp,Cp,org,10
org::democratic national committee,Democratic National Committee,org,10
org::department of homeland security,Department Of Homeland Security,org,10
org::disney,Disney,org,10
org::do nothing dems,Do Nothing Dems,org,10
org::elec,Elec,org,10
org::electoral,Electoral,org,10
org::fbi &,Fbi &,org,10
org::fr,Fr,org,10
org::fringe benefits,Fringe Benefits,org,10
org::goldman sachs,Goldman Sachs,org,10
org::il,Il,org,10
org::ingrahama,Ingrahama,org,10
org::judiciary committee,Judiciary Committee,org,10
org::jw,Jw,org,10
org::karlr,Karlr,org,10
org::kellyannepoll,Kellyannepoll,org,10
org::la,La,org,10
org::libertyu,Libertyu,org,10
org::missuniverse,Missuniverse,org,10
org::mlb,Mlb,org,10
org::mp,Mp,org,10
org::national,National,org,10
org::nbc news,Nbc News,org,10
org::network,Network,org,10
org::nro,Nro,org,10
org::oj,Oj,org,10
org::opposition party,Opposition Party,org,10
org::ox,Ox,org,10
org::plorepress,Plorepress,org,10
org::quaw,Quaw,org,10
org::romney,Romney,org,10
org::s & p,S & P,org,10
org::samsung,Samsung,org,10
org::sec,Sec,org,10
org::southern border,Southern Border,org,10
org::u. s. coast guard,U. S. Coast Guard,org,10
org::uscg,Uscg,org,10
org::usda,Usda,org,10
org::watch,Watch,org,10
org::youtube,Youtube,org,10
org::zebag,Zebag,org,10
org::“ justice ” department,“ Justice ” Department,org,10
per::bird,Bird,per,10
per::bob kraft,Bob Kraft,per,10
per::brian roberts,Brian Roberts,per,10
per::briankempga,Briankempga,per,10
per::ca,Ca,per,10
per::cha,Cha,per,10
per::con,Con,per,10
per::dan bongino,Dan Bongino,per,10
per::devin,Devin,per,10
per::eli,Eli,per,10
per::erik,Erik,per,10
per::franklunt,Franklunt,per,10
per::george bush,George Bush,per,10
per::glenn simpson,Glenn Simpson,per,10
per::guy,Guy,per,10
per::harvey,Harvey,per,10
per::hi,Hi,per,10
per::i gabbard,I Gabbard,per,10
per::ianz,Ianz,per,10
per::jacksha,Jacksha,per,10
per::jackson,Jackson,per,10
per::jake,Jake,per,10
per::jamie,Jamie,per,10
per::jim banks,Jim Banks,per,10
per::joe gruters,Joe Gruters,per,10
per::john james,John James,per,10
per::johnson,Johnson,per,10
per::judge merchan,Judge Merchan,per,10
per::k ramaswamy,K Ramaswamy,per,10
per::kaplan,Kaplan,per,10
per::khan,Khan,per,10
per::lea,Lea,per,10
per::letter,Letter,per,10
per::llie hemingway,Llie Hemingway,per,10
per::mark pomerantz,Mark Pomerantz,per,10
per::mark twain,Mark Twain,per,10
per::martha,Martha,per,10
per::megan,Megan,per,10
per::melania trump,Melania Trump,per,10
per::mike davis,Mike Davis,per,10
per::mike waltz,Mike Waltz,per,10
per::monica,Monica,per,10
per::oz,Oz,per,10
per::rand,Rand,per,10
per::reid hoffman,Reid Hoffman,per,10
per::rex tillerson,Rex Tillerson,per,10
per::rich,Rich,per,10
per::richard,Richard,per,10
per::robin vos,Robin Vos,per,10
per::roy moore,Roy Moore,per,10
per::rubio,Rubio,per,10
per::sale,Sale,per,10
per::sandy,Sandy,per,10
per::sche,Sche,per,10
per::shawn,Shawn,per,10
per::smussen,Smussen,per,10
per::son dechambeau,Son Dechambeau,per,10
per::stevedaines,Stevedaines,per,10
per::stevescal,Stevescal,per,10
per::sun,Sun,per,10
per::sun tzu,Sun Tzu,per,10
per::tim walz,Tim Walz,per,10
per::timmurt,Timmurt,per,10
per::us,Us,per,10
per::wade,Wade,per,10
per::wayne,Wayne,per,10
per::will,Will,per,10
per::wright,Wright,per,10
hashtag::bebest,#bebest,hashtag,9
hashtag::caresact,#caresact,hashtag,9
hashtag::crippledamerica,#crippledamerica,hashtag,9
hashtag::economy,#economy,hashtag,9
hashtag::electionday,#electionday,hashtag,9
hashtag::freeourmarine,#freeourmarine,hashtag,9
hashtag::imwithyouhttps,#imwithyouhttps,hashtag,9
hashtag::memorialday,#memorialday,hashtag,9
hashtag::rnc2020,#rnc2020,hashtag,9
hashtag::sotu,#sotu,hashtag,9
hashtag::swampthevote,#swampthevote,hashtag,9
hashtag::wgdp,#wgdp,hashtag,9
hashtag::wiprimary,#wiprimary,hashtag,9
loc::aukesha,Aukesha,loc,9
loc::colombia,Colombia,loc,9
loc::columbia,Columbia,loc,9
loc::denmark,Denmark,loc,9
loc::district of columbia,District Of Columbia,loc,9
loc::east coast,East Coast,loc,9
loc::east palestine,East Palestine,loc,9
loc::gerald,Gerald,loc,9
loc::greece,Greece,loc,9
loc::haiti,Haiti,loc,9
loc::hanoi,Hanoi,loc,9
loc::honolulu,Honolulu,loc,9
loc::hungary,Hungary,loc,9
loc::korea,Korea,loc,9
loc::lincoln memorial,Lincoln Memorial,loc,9
loc::panama canal,Panama Canal,loc,9
loc::racine,Racine,loc,9
loc::republic,Republic,loc,9
loc::trump towers,Trump Towers,loc,9
loc::tteville,Tteville,loc,9
loc::walter reed medical center,Walter Reed Medical Center,loc,9
loc::wilkes - barre,Wilkes - Barre,loc,9
loc::yemen,Yemen,loc,9
loc::youngstown,Youngstown,loc,9
mention::abcpolitics,@abcpolitics,mention,9
mention::actforamerica,@actforamerica,mention,9
mention::alwaysactions,@alwaysactions,mention,9
mention::amacforamerica,@amacforamerica,mention,9
mention::andrewpollackfl,@andrewpollackfl,mention,9
mention::billrancic,@billrancic,mention,9
mention::brian,@brian,mention,9
mention::cabinet,@cabinet,mention,9
mention::cbp,@cbp,mention,9
mention::chriscuomo,@chriscuomo,mention,9
mention::cpac,@cpac,mention,9
mention::dallasmavs,@dallasmavs,mention,9
mention::david_bossie,@david_bossie,mention,9
mention::david_cameron,@david_cameron,mention,9
mention::deadspin,@deadspin,mention,9
mention::deptvetaffairs,@deptvetaffairs,mention,9
mention::dhs_wolf,@dhs_wolf,mention,9
mention::edhenry,@edhenry,mention,9
mention::elonmusk,@elonmusk,mention,9
mention::ericearly_ca,@ericearly_ca,mention,9
mention::extratv,@extratv,mention,9
mention::geoffduncanga,@geoffduncanga,mention,9
mention::giulianarancic,@giulianarancic,mention,9
mention::jimlibertarian,@jimlibertarian,mention,9
mention::johncornyn,@johncornyn,mention,9
mention::johnkasich,@johnkasich,mention,9
mention::jonkarl,@jonkarl,mention,9
mention::jonvoight,@jonvoight,mention,9
mention::judiciarygop,@judiciarygop,mention,9
mention::justintrudeau,@justintrudeau,mention,9
mention::knight276,@knight276,mention,9
mention::kthopkins,@kthopkins,mention,9
mention::lancearmstrong,@lancearmstrong,mention,9
mention::landexpo,@landexpo,mention,9
mention::lisalampanelli,@lisalampanelli,mention,9
mention::marcthiessen,@marcthiessen,mention,9
mention::marianorivera,@marianorivera,mention,9
mention::melrivers,@melrivers,mention,9
mention::michellemalkin,@michellemalkin,mention,9
mention::nascar,@nascar,mention,9
mention::newyorkobserver,@newyorkobserver,mention,9
mention::nyjets,@nyjets,mention,9
mention::obamacare,@obamacare,mention,9
mention::peterose_14,@peterose_14,mention,9
mention::pgatour,@pgatour,mention,9
mention::realamericasvoicei,@realamericasvoicei,mention,9
mention::realdonaldtr,@realdonaldtr,mention,9
mention::realdonaldtrumpjudge,@realdonaldtrumpjudge,mention,9
mention::realdonaldtrumpon,@realdonaldtrumpon,mention,9
mention::realitytvbliss,@realitytvbliss,mention,9
mention::ronnyjackson4tx,@ronnyjackson4tx,mention,9
mention::rosannascotto,@rosannascotto,mention,9
mention::sendansullivan,@sendansullivan,mention,9
mention::senkevincramer,@senkevincramer,mention,9
mention::senshelby,@senshelby,mention,9
mention::serenawilliams,@serenawilliams,mention,9
mention::sethmeyers,@sethmeyers,mention,9
mention::shannonbream,@shannonbream,mention,9
mention::sharkgregnorman,@sharkgregnorman,mention,9
mention::sidneypowell1,@sidneypowell1,mention,9
mention::silverknight57,@silverknight57,mention,9
mention::stevefda,@stevefda,mention,9
mention::surabees,@surabees,mention,9
mention::talismanjohnnya,@talismanjohnnya,mention,9
mention::theapprentice9,@theapprentice9,mention,9
mention::thefive,@thefive,mention,9
mention::thejusticedept,@thejusticedept,mention,9
mention::theview,@theview,mention,9
mention::timtebow,@timtebow,mention,9
mention::tpusa,@tpusa,mention,9
mention::trumpnationalny,@trumpnationalny,mention,9
mention::trumpstudents,@trumpstudents,mention,9
mention::trumpto,@trumpto,mention,9
mention::warrencasselljr,@warrencasselljr,mention,9
mention::warroom2020,@warroom2020,mention,9
mention::woofeous,@woofeous,mention,9
org::andrewcmccart,Andrewcmccart,org,9
org::bbc,Bbc,org,9
org::cahon,Cahon,org,9
org::cbp,Cbp,org,9
org::champion american energy,Champion American Energy,org,9
org::chuckrossdc,Chuckrossdc,org,9
org::coast guard,Coast Guard,org,9
org::coll,Coll,org,9
org::colorado supreme court,Colorado Supreme Court,org,9
org::cpompeo,Cpompeo,org,9
org::cru,Cru,org,9
org::dailycaller,Dailycaller,org,9
org::dr,Dr,org,9
org::estapo,Estapo,org,9
org::fbi & doj,Fbi & Doj,org,9
org::federal election commission,Federal Election Commission,org,9
org::grand jury,Grand Jury,org,9
org::harvard university,Harvard University,org,9
org::house oversight committee,House Oversight Committee,org,9
org::hrc,Hrc,org,9
org::huffingtonpost,Huffingtonpost,org,9
org::ic,Ic,org,9
org::iktok,Iktok,org,9
org::itbartn,Itbartn,org,9
org::ivankat,Ivankat,org,9
org::landexpo,Landexpo,org,9
org::macy ’ s,Macy ’ S,org,9
org::mcdonalds,Mcdonalds,org,9
org::military / veterans,Military / Veterans,org,9
org::military / vets,Military / Vets,org,9
org::msm,Msm,org,9
org::my administration,My Administration,org,9
org::ney,Ney,org,9
org::nia,Nia,org,9
org::nothing,Nothing,org,9
org::ny times,Ny Times,org,9
org::nypost,Nypost,org,9
org::obamac,Obamac,org,9
org::pier,Pier,org,9
org::pre,Pre,org,9
org::public,Public,org,9
org::redstate,Redstate,org,9
org::repmattgaetz,Repmattgaetz,org,9
org::s &,S &,org,9
org::schiff,Schiff,org,9
org::state senate,State Senate,org,9
org::super committee,Super Committee,org,9
org::the people,The People,org,9
org::trump campaign,Trump Campaign,org,9
org::trumpc,Trumpc,org,9
org::trumpcollection,Trumpcollection,org,9
org::trumps,Trumps,org,9
org::u. s. air force,U. S. Air Force,org,9
org::ufc,Ufc,org,9
org::we the people,We The People,org,9
org::who,Who,org,9
org::x,X,org,9
per::ack,Ack,per,9
per::adrian,Adrian,per,9
per::ai,Ai,per,9
per::aristotle,Aristotle,per,9
per::barbara,Barbara,per,9
per::barbara walters,Barbara Walters,per,9
per::bill belichick,Bill Belichick,per,9
per::brandonstra,Brandonstra,per,9
per::briank,Briank,per,9
per::briankem,Briankem,per,9
per::brooke rollins,Brooke Rollins,per,9
per::bryan,Bryan,per,9
per::carl,Carl,per,9
per::charles koch,Charles Koch,per,9
per::chuck grassley,Chuck Grassley,per,9
per::chuckgrass,Chuckgrass,per,9
per::clap,Clap,per,9
per::clay,Clay,per,9
per::colin powell,Colin Powell,per,9
per::corey,Corey,per,9
per::dan bongin,Dan Bongin,per,9
per::david covey,David Covey,per,9
per::david rivkin,David Rivkin,per,9
per::derek jeter,Derek Jeter,per,9
per::desanctus,Desanctus,per,9
per::dick cheney,Dick Cheney,per,9
per::du,Du,per,9
per::dustin johnson,Dustin Johnson,per,9
per::eek,Eek,per,9
per::ele,Ele,per,9
per::elise,Elise,per,9
per::elise stefanik,Elise Stefanik,per,9
per::far,Far,per,9
per::fe,Fe,per,9
per::franklin graham,Franklin Graham,per,9
per::garrett ventry,Garrett Ventry,per,9
per::heather,Heather,per,9
per::ho,Ho,per,9
per::hope,Hope,per,9
per::howards,Howards,per,9
per::jeff flake,Jeff Flake,per,9
per::jerry brown,Jerry Brown,per,9
per::jessica,Jessica,per,9
per::jimmy patronis,Jimmy Patronis,per,9
per::joe rogan,Joe Rogan,per,9
per::john kasi,John Kasi,per,9
per::john wayne,John Wayne,per,9
per::jonh,Jonh,per,9
per::keith kellogg,Keith Kellogg,per,9
per::koch,Koch,per,9
per::l walker,L Walker,per,9
per::lance,Lance,per,9
per::lindasuh,Lindasuh,per,9
per::ls,Ls,per,9
per::macm,Macm,per,9
per::macron,Macron,per,9
per::manchin,Manchin,per,9
per::mary miller,Mary Miller,per,9
per::may,May,per,9
per::mccabe,Mccabe,per,9
per::mike braun,Mike Braun,per,9
per::mike lee,Mike Lee,per,9
per::mike wallace,Mike Wallace,per,9
per::murdoch,Murdoch,per,9
per::nathan wade,Nathan Wade,per,9
per::ni,Ni,per,9
per::nye west,Nye West,per,9
per::paula,Paula,per,9
per::perry,Perry,per,9
per::pine,Pine,per,9
per::pocahon,Pocahon,per,9
per::rachel,Rachel,per,9
per::reta van susteren,Reta Van Susteren,per,9
per::richardgrenell,Richardgrenell,per,9
per::roberts,Roberts,per,9
per::rod rosenstein,Rod Rosenstein,per,9
per::rose,Rose,per,9
per::rro,Rro,per,9
per::rsen,Rsen,per,9
per::rudy,Rudy,per,9
per::russell,Russell,per,9
per::sarah palin,Sarah Palin,per,9
per::scottwalk,Scottwalk,per,9
per::seanhannity,Seanhannity,per,9
per::seth,Seth,per,9
per::seth meyer,Seth Meyer,per,9
per::sh,Sh,per,9
per::stephanopoulos,Stephanopoulos,per,9
per::sullivan,Sullivan,per,9
per::tammy bruce,Tammy Bruce,per,9
per::tiger woods,Tiger Woods,per,9
per::tim cook,Tim Cook,per,9
per::tom steyer,Tom Steyer,per,9
per::vindman,Vindman,per,9
per::wheeler,Wheeler,per,9
per::yo,Yo,per,9
hashtag::caucusfortrump,#caucusfortrump,hashtag,8
hashtag::covfefe,#covfefe,hashtag,8
hashtag::foxandfriends,#foxandfriends,hashtag,8
hashtag::g7summit,#g7summit,hashtag,8
hashtag::harvey,#harvey,hashtag,8
hashtag::jan6,#jan6,hashtag,8
hashtag::ncgopcon,#ncgopcon,hashtag,8
hashtag::neverforget,#neverforget,hashtag,8
hashtag::nyc,#nyc,hashtag,8
hashtag::puertorico,#puertorico,hashtag,8
hashtag::smallbiz,#smallbiz,hashtag,8
hashtag::spygate,#spygate,hashtag,8
hashtag::success,#success,hashtag,8
hashtag::superbowl,#superbowl,hashtag,8
hashtag::thedonald,#thedonald,hashtag,8
hashtag::trumppence2020,#trumppence2020,hashtag,8
hashtag::tx13,#tx13,hashtag,8
hashtag::ultramaga,#ultramaga,hashtag,8
hashtag::votetrumpsc,#votetrumpsc,hashtag,8
hashtag::weeklyaddress,#weeklyaddress,hashtag,8
loc::albany,Albany,loc,8
loc::allentown,Allentown,loc,8
loc::baghdad,Baghdad,loc,8
loc::cal,Cal,loc,8
loc::capitol building,Capitol Building,loc,8
loc::charleston,Charleston,loc,8
loc::colorado springs,Colorado Springs,loc,8
loc::cot,Cot,loc,8
loc::east room,East Room,loc,8
loc::ethiopia,Ethiopia,loc,8
loc::golf links,Golf Links,loc,8
loc::heaven,Heaven,loc,8
loc::helsinki,Helsinki,loc,8
loc::indonesia,Indonesia,loc,8
loc::ka,Ka,loc,8
loc::l. a,L. A,loc,8
loc::midwest,Midwest,loc,8
loc::minden,Minden,loc,8
loc::morocco,Morocco,loc,8
loc::n. y,N. Y,loc,8
loc::new orleans,New Orleans,loc,8
loc::norfolk,Norfolk,loc,8
loc::panhandle,Panhandle,loc,8
loc::parkland,Parkland,loc,8
loc::philly,Philly,loc,8
loc::richmond,Richmond,loc,8
loc::rochester,Rochester,loc,8
loc::san jose,San Jose,loc,8
loc::san juan,San Juan,loc,8
loc::state of israel,State Of Israel,loc,8
loc::suburbs,Suburbs,loc,8
loc::toledo,Toledo,loc,8
loc::trump park avenue,Trump Park Avenue,loc,8
loc::ussia,Ussia,loc,8
loc::warren,Warren,loc,8
loc::washington swamp,Washington Swamp,loc,8
loc::windy city,Windy City,loc,8
loc::world trade center,World Trade Center,loc,8
mention::2014_vince,@2014_vince,mention,8
mention::abc2020,@abc2020,mention,8
mention::allenwest,@allenwest,mention,8
mention::americanewsroom,@americanewsroom,mention,8
mention::anthonyweiner,@anthonyweiner,mention,8
mention::aplemonlemon,@aplemonlemon,mention,8
mention::arsenioofficial,@arsenioofficial,mention,8
mention::bbcnews,@bbcnews,mention,8
mention::berniesanders,@berniesanders,mention,8
mention::bestbergerever,@bestbergerever,mention,8
mention::bfraser747,@bfraser747,mention,8
mention::billclinton,@billclinton,mention,8
mention::billkristol,@billkristol,mention,8
mention::borisep,@borisep,mention,8
mention::borisjohnson,@borisjohnson,mention,8
mention::bpolitics,@bpolitics,mention,8
mention::brandenroderick,@brandenroderick,mention,8
mention::business,@business,mention,8
mention::buzzfeed,@buzzfeed,mention,8
mention::carlhigbie,@carlhigbie,mention,8
mention::cbnnews,@cbnnews,mention,8
mention::cbs_herridge,@cbs_herridge,mention,8
mention::cindyhydesmith,@cindyhydesmith,mention,8
mention::congressmanhice,@congressmanhice,mention,8
mention::dakine17,@dakine17,mention,8
mention::dancrenshawtx,@dancrenshawtx,mention,8
mention::elisestefanikmy,@elisestefanikmy,mention,8
mention::eonline,@eonline,mention,8
mention::ericleebow,@ericleebow,mention,8
mention::fbi,@fbi,mention,8
mention::francisbrennan,@francisbrennan,mention,8
mention::georgewill,@georgewill,mention,8
mention::golfweekmag,@golfweekmag,mention,8
mention::google,@google,mention,8
mention::governorperry,@governorperry,mention,8
mention::heatherchilders,@heatherchilders,mention,8
mention::heritage,@heritage,mention,8
mention::johnkstahlusa,@johnkstahlusa,mention,8
mention::justthenews,@justthenews,mention,8
mention::kerrygold1914,@kerrygold1914,mention,8
mention::kevinomccarthy,@kevinomccarthy,mention,8
mention::lisamarieboothe,@lisamarieboothe,mention,8
mention::llinwood,@llinwood,mention,8
mention::markknoller,@markknoller,mention,8
mention::marksimoneny,@marksimoneny,mention,8
mention::mercedesschlapp,@mercedesschlapp,mention,8
mention::mikebloomberg,@mikebloomberg,mention,8
mention::mrddmiadear,@mrddmiadear,mention,8
mention::natashaownfan,@natashaownfan,mention,8
mention::nws,@nws,mention,8
mention::oprah,@oprah,mention,8
mention::pierpaolomonni,@pierpaolomonni,mention,8
mention::puppyslug,@puppyslug,mention,8
mention::qvc,@qvc,mention,8
mention::raheemkassam,@raheemkassam,mention,8
mention::rea,@rea,mention,8
mention::realdona,@realdona,mention,8
mention::realdonaldtrumpif,@realdonaldtrumpif,mention,8
mention::realdonaldtrumpmy,@realdonaldtrumpmy,mention,8
mention::realdonaldtrumpour,@realdonaldtrumpour,mention,8
mention::realdonaldtrumpthere,@realdonaldtrumpthere,mention,8
mention::realdonaldtrumpwhy,@realdonaldtrumpwhy,mention,8
mention::realjeffreylord,@realjeffreylord,mention,8
mention::rizz_lizz,@rizz_lizz,mention,8
mention::rketeltas,@rketeltas,mention,8
mention::sarahhuckabee,@sarahhuckabee,mention,8
mention::seemacms,@seemacms,mention,8
mention::senatorbraun,@senatorbraun,mention,8
mention::senjudiciary,@senjudiciary,mention,8
mention::senmikelee,@senmikelee,mention,8
mention::stevenmnuchin1,@stevenmnuchin1,mention,8
mention::stkolbeofpoland,@stkolbeofpoland,mention,8
mention::teamtrumpkamala,@teamtrumpkamala,mention,8
mention::terrellowens,@terrellowens,mention,8
mention::the_trump_train,@the_trump_train,mention,8
mention::thefix,@thefix,mention,8
mention::tpgraf82,@tpgraf82,mention,8
mention::trumpvancouver,@trumpvancouver,mention,8
mention::univision,@univision,mention,8
mention::veryodddog,@veryodddog,mention,8
mention::wmur9,@wmur9,mention,8
mention::yankeerunnerlv,@yankeerunnerlv,mention,8
org::9th circuit,9Th Circuit,org,8
org::a h,A H,org,8
org::ac,Ac,org,8
org::americaf,Americaf,org,8
org::american worker,American Worker,org,8
org::americanewsroom,Americanewsroom,org,8
org::an,An,org,8
org::bigleaguetru,Bigleaguetru,org,8
org::billc,Billc,org,8
org::bloomberg,Bloomberg,org,8
org::brave law enforcement,Brave Law Enforcement,org,8
org::ca,Ca,org,8
org::cbnnews,Cbnnews,org,8
org::con,Con,org,8
org::department of defense,Department Of Defense,org,8
org::department of “ justice,Department Of “ Justice,org,8
org::division,Division,org,8
org::elon musk,Elon Musk,org,8
org::emails,Emails,org,8
org::fake media,Fake Media,org,8
org::great american patriots,Great American Patriots,org,8
org::great news,Great News,org,8
org::green new scam,Green New Scam,org,8
org::harvard law school,Harvard Law School,org,8
org::huffington post,Huffington Post,org,8
org::intelligence community,Intelligence Community,org,8
org::iowa caucus,Iowa Caucus,org,8
org::ivan,Ivan,org,8
org::joe,Joe,org,8
org::jury,Jury,org,8
org::justice ” department,Justice ” Department,org,8
org::katrinap,Katrinap,org,8
org::leesmithdc,Leesmithdc,org,8
org::lo,Lo,org,8
org::meet the press,Meet The Press,org,8
org::mo,Mo,org,8
org::morning consult,Morning Consult,org,8
org::mueller,Mueller,org,8
org::nc,Nc,org,8
org::networks,Networks,org,8
org::new york magazine,New York Magazine,org,8
org::nhc,Nhc,org,8
org::ninth circuit,Ninth Circuit,org,8
org::ny post,Ny Post,org,8
org::nymag,Nymag,org,8
org::nyt,Nyt,org,8
org::of,Of,org,8
org::one america news,One America News,org,8
org::op,Op,org,8
org::or,Or,org,8
org::pbs,Pbs,org,8
org::penn state,Penn State,org,8
org::pennsylvania federal leadership team,Pennsylvania Federal Leadership Team,org,8
org::pocahontas,Pocahontas,org,8
org::pompeo,Pompeo,org,8
org::realitytvblis,Realitytvblis,org,8
org::ret,Ret,org,8
org::revol,Revol,org,8
org::rity,Rity,org,8
org::saracarter,Saracarter,org,8
org::sba,Sba,org,8
org::senate intelligence committee,Senate Intelligence Committee,org,8
org::squawkcnbc,Squawkcnbc,org,8
org::state dept,State Dept,org,8
org::texas house of representatives,Texas House Of Representatives,org,8
org::the atlantic,The Atlantic,org,8
org::time,Time,org,8
org::tomcotton,Tomcotton,org,8
org::tow,Tow,org,8
org::trans - pacific partnership,Trans - Pacific Partnership,org,8
org::trump team,Trump Team,org,8
org::trumplasvegas,Trumplasvegas,org,8
org::trumptowern,Trumptowern,org,8
org::union,Union,org,8
org::united autoworkers,United Autoworkers,org,8
org::university of pennsylvania,University Of Pennsylvania,org,8
org::usdot,Usdot,org,8
org::ustreasury,Ustreasury,org,8
org::wharton,Wharton,org,8
org::wisconsin supreme court,Wisconsin Supreme Court,org,8
org::witch hunt,Witch Hunt,org,8
per::aaron,Aaron,per,8
per::alan dershow,Alan Dershow,per,8
per::andre,Andre,per,8
per::angela merkel,Angela Merkel,per,8
per::anne,Anne,per,8
per::anthony wien,Anthony Wien,per,8
per::ar,Ar,per,8
per::aria,Aria,per,8
per::ass,Ass,per,8
per::babe ruth,Babe Ruth,per,8
per::bara,Bara,per,8
per::bbush,Bbush,per,8
per::bernie moreno,Bernie Moreno,per,8
per::big jim,Big Jim,per,8
per::bill nelson,Bill Nelson,per,8
per::bolsonaro,Bolsonaro,per,8
per::brad blakeman,Brad Blakeman,per,8
per::brad raffensperger,Brad Raffensperger,per,8
per::bryant gumbel,Bryant Gumbel,per,8
per::byron donalds,Byron Donalds,per,8
per::cabe,Cabe,per,8
per::chuckg,Chuckg,per,8
per::clint eastwood,Clint Eastwood,per,8
per::cory mills,Cory Mills,per,8
per::david muir,David Muir,per,8
per::dennis,Dennis,per,8
per::derrick,Derrick,per,8
per::desantis,Desantis,per,8
per::diana,Diana,per,8
per::duffy,Duffy,per,8
per::eddie,Eddie,per,8
per::eddie gallagher,Eddie Gallagher,per,8
per::eddierispo,Eddierispo,per,8
per::eekab,Eekab,per,8
per::eric holder,Eric Holder,per,8
per::george s. patton,George S. Patton,per,8
per::glenn youngkin,Glenn Youngkin,per,8
per::goldberg,Goldberg,per,8
per::greg gutfeld,Greg Gutfeld,per,8
per::harry reid,Harry Reid,per,8
per::helen,Helen,per,8
per::hilary,Hilary,per,8
per::hillaryclint,Hillaryclint,per,8
per::hoffman,Hoffman,per,8
per::ivanka trump,Ivanka Trump,per,8
per::jam,Jam,per,8
per::jane,Jane,per,8
per::jeffrey epstein,Jeffrey Epstein,per,8
per::jesse watters,Jesse Watters,per,8
per::jill,Jill,per,8
per::john barrasso,John Barrasso,per,8
