node_id,label,node_type,total_count
loc::west palm beach,West Palm Beach,loc,16
loc::wi,Wi,loc,16
mention::ac360,@ac360,mention,16
mention::belllabooo13,@belllabooo13,mention,16
mention::bennyjohnson,@bennyjohnson,mention,16
mention::bobvanderplaats,@bobvanderplaats,mention,16
mention::cher,@cher,mention,16
mention::intheelections,@intheelections,mention,16
mention::jenniferjjacobs,@jenniferjjacobs,mention,16
mention::joemccuiston,@joemccuiston,mention,16
mention::nextrevfnc,@nextrevfnc,mention,16
mention::pressjournal,@pressjournal,mention,16
mention::realamericasvoicewe,@realamericasvoicewe,mention,16
mention::reince,@reince,mention,16
mention::rsbnwatch,@rsbnwatch,mention,16
mention::scottwalker,@scottwalker,mention,16
mention::senjohnthune,@senjohnthune,mention,16
mention::stephenbaldwin7,@stephenbaldwin7,mention,16
mention::sunnynguyen,@sunnynguyen,mention,16
mention::toket,@toket,mention,16
mention::trumpgolfdc,@trumpgolfdc,mention,16
mention::turnberrybuzz,@turnberrybuzz,mention,16
org::and,And,org,16
org::bama,Bama,org,16
org::big pharma,Big Pharma,org,16
org::ch,Ch,org,16
org::clinton,Clinton,org,16
org::club for growth,Club For Growth,org,16
org::comcast,Comcast,org,16
"org::fox &, friends","Fox &, Friends",org,16
org::national border patrol council,National Border Patrol Council,org,16
org::ni,Ni,org,16
org::ol,Ol,org,16
org::open borders,Open Borders,org,16
org::pga,Pga,org,16
org::rep,Rep,org,16
org::repa,Repa,org,16
org::slea,Slea,org,16
org::small business,Small Business,org,16
org::teamtrump,Teamtrump,org,16
org::tomf,Tomf,org,16
org::trumpgol,Trumpgol,org,16
per::and,And,per,16
per::andrew mccarthy,Andrew Mccarthy,per,16
per::birdbra,Birdbra,per,16
per::bruce ohr,Bruce Ohr,per,16
per::byron york,Byron York,per,16
per::carroll,Carroll,per,16
per::carter,Carter,per,16
per::charlie,Charlie,per,16
per::christopher wray,Christopher Wray,per,16
per::ctus,Ctus,per,16
per::dave,Dave,per,16
per::derek jet,Derek Jet,per,16
per::don lemon,Don Lemon,per,16
per::eric trump,Eric Trump,per,16
per::george floyd,George Floyd,per,16
per::george will,George Will,per,16
per::han omar,Han Omar,per,16
per::imscott,Imscott,per,16
per::ine pirro,Ine Pirro,per,16
per::jack nicklaus,Jack Nicklaus,per,16
per::james clapper,James Clapper,per,16
per::jared,Jared,per,16
per::john kasich,John Kasich,per,16
per::justin,Justin,per,16
per::ke,Ke,per,16
per::le,Le,per,16
per::liz,Liz,per,16
per::michael whatley,Michael Whatley,per,16
per::ramaswamy,Ramaswamy,per,16
per::richardg,Richardg,per,16
per::ry,Ry,per,16
per::scott bessent,Scott Bessent,per,16
hashtag::asktrump,#asktrump,hashtag,15
hashtag::oann,#oann,hashtag,15
hashtag::saveamerica,#saveamerica,hashtag,15
hashtag::scotus,#scotus,hashtag,15
hashtag::trumptuesday,#trumptuesday,hashtag,15
loc::al,Al,loc,15
loc::beijing,Beijing,loc,15
loc::cedar rapids,Cedar Rapids,loc,15
loc::central park,Central Park,loc,15
loc::city,City,loc,15
loc::denver,Denver,loc,15
loc::harrisburg,Harrisburg,loc,15
loc::in,In,loc,15
loc::lebanon,Lebanon,loc,15
loc::pensacola,Pensacola,loc,15
loc::s. c,S. C,loc,15
loc::sa,Sa,loc,15
loc::san diego,San Diego,loc,15
loc::springfield,Springfield,loc,15
loc::sweden,Sweden,loc,15
mention::antbaxter,@antbaxter,mention,15
mention::arthurschwartz,@arthurschwartz,mention,15
mention::borntobegop,@borntobegop,mention,15
mention::brandonstraka,@brandonstraka,mention,15
mention::chanelrion,@chanelrion,mention,15
mention::facethenation,@facethenation,mention,15
mention::frankcaliendo,@frankcaliendo,mention,15
mention::govchristie,@govchristie,mention,15
mention::hhsgov,@hhsgov,mention,15
mention::iapolls2022,@iapolls2022,mention,15
mention::jasonmillerindc,@jasonmillerindc,mention,15
mention::johnrich,@johnrich,mention,15
mention::libertyu,@libertyu,mention,15
mention::markmeadows,@markmeadows,mention,15
mention::mattgaetz,@mattgaetz,mention,15
mention::mediaite,@mediaite,mention,15
mention::morningmika,@morningmika,mention,15
mention::mrddmia,@mrddmia,mention,15
mention::narendramodi,@narendramodi,mention,15
mention::paulryanvp,@paulryanvp,mention,15
mention::rapidresponse47president,@rapidresponse47president,mention,15
mention::redcross,@redcross,mention,15
mention::replouiegohmert,@replouiegohmert,mention,15
mention::robertjeffress,@robertjeffress,mention,15
mention::senatorfischer,@senatorfischer,mention,15
mention::senbillcassidy,@senbillcassidy,mention,15
mention::sencapito,@sencapito,mention,15
mention::senschumer,@senschumer,mention,15
mention::spacex,@spacex,mention,15
mention::stjude,@stjude,mention,15
mention::theleoterrell,@theleoterrell,mention,15
mention::toure,@toure,mention,15
mention::unionleader,@unionleader,mention,15
mention::vattenfallgroup,@vattenfallgroup,mention,15
org::american patriots,American Patriots,org,15
org::american people,American People,org,15
org::arneyco,Arneyco,org,15
org::ba,Ba,org,15
org::cbo,Cbo,org,15
org::commerce,Commerce,org,15
org::d. a,D. A,org,15
org::d. a. ’ s office,D. A. ’ S Office,org,15
org::de,De,org,15
org::dems,Dems,org,15
org::desantis,Desantis,org,15
org::fcc,Fcc,org,15
org::great farmers,Great Farmers,org,15
org::intel,Intel,org,15
org::lago,Lago,org,15
org::newsm,Newsm,org,15
org::npr,Npr,org,15
org::nym,Nym,org,15
org::repdougcollins,Repdougcollins,org,15
org::the,The,org,15
org::ttromney,Ttromney,org,15
org::y,Y,org,15
per::abeshinzo,Abeshinzo,per,15
per::alan,Alan,per,15
per::alex,Alex,per,15
per::ali,Ali,per,15
per::an,An,per,15
per::andrew weissmann,Andrew Weissmann,per,15
per::anthony,Anthony,per,15
per::anyahu,Anyahu,per,15
per::barack hussein obama,Barack Hussein Obama,per,15
per::bill o ' reilly,Bill O ' Reilly,per,15
per::bobby knight,Bobby Knight,per,15
per::carter page,Carter Page,per,15
per::doug,Doug,per,15
per::doug burgum,Doug Burgum,per,15
per::dr,Dr,per,15
per::gregg,Gregg,per,15
per::hutchinson,Hutchinson,per,15
per::ian,Ian,per,15
per::jerome,Jerome,per,15
per::keith,Keith,per,15
per::ken starr,Ken Starr,per,15
per::kennedy,Kennedy,per,15
per::lara trump,Lara Trump,per,15
per::marsh,Marsh,per,15
per::mike pompeo,Mike Pompeo,per,15
per::mini,Mini,per,15
per::patrick,Patrick,per,15
per::peter navarro,Peter Navarro,per,15
per::rama,Rama,per,15
per::re,Re,per,15
per::ret,Ret,per,15
per::ron desanti,Ron Desanti,per,15
per::tammy,Tammy,per,15
per::te,Te,per,15
per::tracea,Tracea,per,15
per::zelensky,Zelensky,per,15
hashtag::foxnews,#foxnews,hashtag,14
hashtag::trump2020,#trump2020,hashtag,14
hashtag::trump4prez,#trump4prez,hashtag,14
hashtag::votetrump2016,#votetrump2016,hashtag,14
loc::aberdeenshire,Aberdeenshire,loc,14
loc::brand,Brand,loc,14
loc::courthouse,Courthouse,loc,14
loc::deep state,Deep State,loc,14
loc::hell,Hell,loc,14
loc::honduras,Honduras,loc,14
loc::jordan,Jordan,loc,14
loc::jupiter,Jupiter,loc,14
loc::long island,Long Island,loc,14
loc::oh,Oh,loc,14
loc::rome,Rome,loc,14
loc::washington state,Washington State,loc,14
mention::1776wethepeople1776truth,@1776wethepeople1776truth,mention,14
mention::andersoncooper,@andersoncooper,mention,14
mention::beaumontanthony,@beaumontanthony,mention,14
mention::erictrumpfdn,@erictrumpfdn,mention,14
mention::erinmperrine,@erinmperrine,mention,14
mention::forq2,@forq2,mention,14
mention::govrondesantis,@govrondesantis,mention,14
mention::hillarysusans,@hillarysusans,mention,14
mention::israelipm,@israelipm,mention,14
mention::jack_welch,@jack_welch,mention,14
mention::johnboozman,@johnboozman,mention,14
mention::joniernst,@joniernst,mention,14
mention::jurciuoli19,@jurciuoli19,mention,14
mention::mboyle1,@mboyle1,mention,14
mention::mikecrapo,@mikecrapo,mention,14
mention::nikkio,@nikkio,mention,14
mention::nrsc,@nrsc,mention,14
mention::oseanessytweet,@oseanessytweet,mention,14
mention::patriots,@patriots,mention,14
mention::repmikejohnson,@repmikejohnson,mention,14
mention::secretarysonny,@secretarysonny,mention,14
mention::senatorwicker,@senatorwicker,mention,14
mention::stephenfhayes,@stephenfhayes,mention,14
mention::thefamilyleader,@thefamilyleader,mention,14
mention::therealmarilu,@therealmarilu,mention,14
mention::trump_ireland,@trump_ireland,mention,14
mention::usmc,@usmc,mention,14
org::america first patriots,America First Patriots,org,14
org::amnesty,Amnesty,org,14
org::armed forces,Armed Forces,org,14
org::bills,Bills,org,14
org::breitbartnews,Breitbartnews,org,14
org::cabinet,Cabinet,org,14
org::coronav,Coronav,org,14
org::da,Da,org,14
org::energy independence,Energy Independence,org,14
org::espn,Espn,org,14
org::fox business,Fox Business,org,14
org::id,Id,org,14
org::karlrove,Karlrove,org,14
org::maga movement,Maga Movement,org,14
org::national archives,National Archives,org,14
org::national intelligence,National Intelligence,org,14
org::nba,Nba,org,14
org::ne,Ne,org,14
org::nydailynews,Nydailynews,org,14
org::q,Q,org,14
org::rin,Rin,org,14
org::space force,Space Force,org,14
org::tigerwoods,Tigerwoods,org,14
org::trumppanama,Trumppanama,org,14
org::unga,Unga,org,14
org::vets,Vets,org,14
per::ad,Ad,per,14
per::andrew cuomo,Andrew Cuomo,per,14
per::ash,Ash,per,14
per::bloomberg,Bloomberg,per,14
per::brad,Brad,per,14
per::brandon judd,Brandon Judd,per,14
per::chris sununu,Chris Sununu,per,14
per::crazy,Crazy,per,14
per::dad,Dad,per,14
per::dana,Dana,per,14
per::david letterman,David Letterman,per,14
per::dora,Dora,per,14
per::eller,Eller,per,14
per::erin,Erin,per,14
per::ewand,Ewand,per,14
per::har,Har,per,14
per::henry mcmaster,Henry Mcmaster,per,14
per::jen,Jen,per,14
per::john durham,John Durham,per,14
per::justice roberts,Justice Roberts,per,14
per::justin trudeau,Justin Trudeau,per,14
per::katiep,Katiep,per,14
per::la,La,per,14
per::lara,Lara,per,14
per::lawrence,Lawrence,per,14
per::lindsey,Lindsey,per,14
per::lo,Lo,per,14
per::moon,Moon,per,14
per::nadler,Nadler,per,14
per::nelson mandela,Nelson Mandela,per,14
per::oe biden,Oe Biden,per,14
per::page,Page,per,14
per::pat,Pat,per,14
per::ret bai,Ret Bai,per,14
per::ret baier,Ret Baier,per,14
per::ron desanctus,Ron Desanctus,per,14
per::sad,Sad,per,14
per::scott walker,Scott Walker,per,14
per::sondl,Sondl,per,14
per::steve bannon,Steve Bannon,per,14
per::steve hilton,Steve Hilton,per,14
per::tam,Tam,per,14
per::tas,Tas,per,14
per::tiffany,Tiffany,per,14
per::tomf,Tomf,per,14
per::walker,Walker,per,14
per::yn kelly,Yn Kelly,per,14
hashtag::apprentice,#apprentice,hashtag,13
hashtag::debates,#debates,hashtag,13
hashtag::golf,#golf,hashtag,13
hashtag::taxreform,#taxreform,hashtag,13
hashtag::trumpadvice,#trumpadvice,hashtag,13
loc::arena,Arena,loc,13
loc::atlantic ocean,Atlantic Ocean,loc,13
loc::borders,Borders,loc,13
loc::britain,Britain,loc,13
loc::crimea,Crimea,loc,13
loc::e,E,loc,13
loc::fifth avenue,Fifth Avenue,loc,13
loc::great state of texas,Great State Of Texas,loc,13
loc::green bay,Green Bay,loc,13
loc::old post office,Old Post Office,loc,13
loc::palm beach county,Palm Beach County,loc,13
loc::pennsylvania avenue,Pennsylvania Avenue,loc,13
loc::potomac river,Potomac River,loc,13
loc::russi,Russi,loc,13
loc::sarasota,Sarasota,loc,13
loc::serbia,Serbia,loc,13
loc::spain,Spain,loc,13
loc::tower,Tower,loc,13
loc::trump national doral,Trump National Doral,loc,13
loc::united arab emirates,United Arab Emirates,loc,13
loc::westchester,Westchester,loc,13
mention::actbrigitte,@actbrigitte,mention,13
mention::billygraham,@billygraham,mention,13
mention::chuckrossdc,@chuckrossdc,mention,13
mention::club4growth,@club4growth,mention,13
mention::deptofdefense,@deptofdefense,mention,13
mention::dougmillsnyt,@dougmillsnyt,mention,13
mention::golfmagazine,@golfmagazine,mention,13
mention::grahamledger,@grahamledger,mention,13
mention::icegov,@icegov,mention,13
mention::jackposobiecbreaking,@jackposobiecbreaking,mention,13
mention::jamesokeefeiii,@jamesokeefeiii,mention,13
mention::jayleno,@jayleno,mention,13
mention::jerrymoran,@jerrymoran,mention,13
mention::johnboehner,@johnboehner,mention,13
mention::maathewdavis,@maathewdavis,mention,13
mention::mlb,@mlb,mention,13
mention::nygovcuomo,@nygovcuomo,mention,13
mention::pastordscott,@pastordscott,mention,13
mention::realdonaldtrumpcrooked,@realdonaldtrumpcrooked,mention,13
mention::realgilbert,@realgilbert,mention,13
mention::realpro4real,@realpro4real,mention,13
mention::rushlimbaugh,@rushlimbaugh,mention,13
mention::sebgorka,@sebgorka,mention,13
mention::shawnjohnson,@shawnjohnson,mention,13
mention::srqrepublicans,@srqrepublicans,mention,13
mention::therealkiyosaki,@therealkiyosaki,mention,13
mention::trumpwinery,@trumpwinery,mention,13
mention::ttuberville,@ttuberville,mention,13
mention::ustreasury,@ustreasury,mention,13
mention::victoensing,@victoensing,mention,13
mention::wattersworld,@wattersworld,mention,13
org::aberdeen,Aberdeen,org,13
org::amazon,Amazon,org,13
org::corrupt media,Corrupt Media,org,13
org::do nothing,Do Nothing,org,13
org::dominion,Dominion,org,13
org::elect,Elect,org,13
org::er,Er,org,13
org::fa,Fa,org,13
org::fox and friends,Fox And Friends,org,13
org::golfchannel,Golfchannel,org,13
org::law and order,Law And Order,org,13
org::liberty university,Liberty University,org,13
org::life,Life,org,13
org::ms,Ms,org,13
org::mu,Mu,org,13
org::nda,Nda,org,13
org::obama,Obama,org,13
org::pol,Pol,org,13
org::post office,Post Office,org,13
org::qvc,Qvc,org,13
org::re,Re,org,13
org::repmarkm,Repmarkm,org,13
org::saracarte,Saracarte,org,13
org::security,Security,org,13
org::spacex,Spacex,org,13
org::star witness,Star Witness,org,13
org::ta,Ta,org,13
org::tomcott,Tomcott,org,13
per::al sharpton,Al Sharpton,per,13
per::arnold palmer,Arnold Palmer,per,13
per::barry,Barry,per,13
per::biden,Biden,per,13
per::bob woodward,Bob Woodward,per,13
per::cc,Cc,per,13
per::charles payne,Charles Payne,per,13
per::charlie hurt,Charlie Hurt,per,13
per::co chow,Co Chow,per,13
per::elijah cummings,Elijah Cummings,per,13
per::emmanuelmacron,Emmanuelmacron,per,13
per::eric schneider,Eric Schneider,per,13
per::eric schneiderman,Eric Schneiderman,per,13
per::fau,Fau,per,13
per::fi,Fi,per,13
per::gary player,Gary Player,per,13
per::george soros,George Soros,per,13
per::glenn,Glenn,per,13
per::greg murphy,Greg Murphy,per,13
per::howard lutnick,Howard Lutnick,per,13
per::jimmy fallon,Jimmy Fallon,per,13
per::jimmy kimmel,Jimmy Kimmel,per,13
per::john thune,John Thune,per,13
per::justice,Justice,per,13
per::kemp,Kemp,per,13
per::kim reynolds,Kim Reynolds,per,13
per::lee zeldin,Lee Zeldin,per,13
per::lincoln,Lincoln,per,13
per::mad,Mad,per,13
per::mark zuckerberg,Mark Zuckerberg,per,13
per::mary,Mary,per,13
per::michaelcoh,Michaelcoh,per,13
per::ner,Ner,per,13
per::pa,Pa,per,13
per::per,Per,per,13
per::pete rose,Pete Rose,per,13
per::peter s,Peter S,per,13
per::q,Q,per,13
per::rep,Rep,per,13
per::reta,Reta,per,13
per::rudy giulian,Rudy Giulian,per,13
per::sugar,Sugar,per,13
per::tom fitton,Tom Fitton,per,13
per::u,U,per,13
hashtag::cnn,#cnn,hashtag,12
hashtag::isis,#isis,hashtag,12
hashtag::obama,#obama,hashtag,12
hashtag::obamagate,#obamagate,hashtag,12
hashtag::president,#president,hashtag,12
hashtag::rncincle,#rncincle,hashtag,12
hashtag::thankyoutour2016,#thankyoutour2016,hashtag,12
hashtag::trumptruths,#trumptruths,hashtag,12
loc::austin,Austin,loc,12
loc::bahamas,Bahamas,loc,12
loc::baton rouge,Baton Rouge,loc,12
loc::ch,Ch,loc,12
loc::cities,Cities,loc,12
loc::columbus,Columbus,loc,12
loc::davos,Davos,loc,12
loc::des moines,Des Moines,loc,12
loc::england,England,loc,12
loc::erie,Erie,loc,12
loc::greensboro,Greensboro,loc,12
loc::hong kong,Hong Kong,loc,12
loc::indianapolis,Indianapolis,loc,12
loc::lower manhattan,Lower Manhattan,loc,12
loc::main street,Main Street,loc,12
loc::myrtle beach,Myrtle Beach,loc,12
loc::qatar,Qatar,loc,12
loc::sanctuary cities,Sanctuary Cities,loc,12
loc::staten island,Staten Island,loc,12
loc::the white house,The White House,loc,12
loc::trumpdoral,Trumpdoral,loc,12
loc::washington dc,Washington Dc,loc,12
mention::ainsleyearhardt,@ainsleyearhardt,mention,12
mention::catturd2,@catturd2,mention,12
mention::cbs,@cbs,mention,12
mention::citizens_united,@citizens_united,mention,12
mention::dnorrell,@dnorrell,mention,12
mention::dougducey,@dougducey,mention,12
mention::fitsnews,@fitsnews,mention,12
mention::herschelwalker,@herschelwalker,mention,12
mention::jonhuntsman,@jonhuntsman,mention,12
mention::leezeldin,@leezeldin,mention,12
mention::letterman,@letterman,mention,12
mention::markhalperin,@markhalperin,mention,12
mention::masterbaxter8,@masterbaxter8,mention,12
mention::ncgop,@ncgop,mention,12
mention::newsmaxtune,@newsmaxtune,mention,12
mention::nycmayor,@nycmayor,mention,12
mention::realamericasvoicethe,@realamericasvoicethe,mention,12
mention::realcandaceo,@realcandaceo,mention,12
mention::realdonaldtrumpmake,@realdonaldtrumpmake,mention,12
mention::repdlesko,@repdlesko,mention,12
mention::rodmonium91,@rodmonium91,mention,12
mention::royblunt,@royblunt,mention,12
mention::rsbnetwork,@rsbnetwork,mention,12
mention::rsbnhappening,@rsbnhappening,mention,12
mention::sbagov,@sbagov,mention,12
mention::secretservice,@secretservice,mention,12
mention::senjohnkennedy,@senjohnkennedy,mention,12
mention::senmcsallyaz,@senmcsallyaz,mention,12
mention::sixteenchicago,@sixteenchicago,mention,12
mention::steveguest,@steveguest,mention,12
mention::twitter,@twitter,mention,12
mention::us_fda,@us_fda,mention,12
mention::waynedupreeshow,@waynedupreeshow,mention,12
org::amspec,Amspec,org,12
org::anti,Anti,org,12
org::attenfallgroup,Attenfallgroup,org,12
org::banks,Banks,org,12
org::beaumonta,Beaumonta,org,12
org::bo,Bo,org,12
org::buzzfeed,Buzzfeed,org,12
org::chrysler,Chrysler,org,12
org::diamondandsil,Diamondandsil,org,12
org::electoral college,Electoral College,org,12
org::gm,Gm,org,12
org::hama,Hama,org,12
org::healthcare,Healthcare,org,12
org::ia,Ia,org,12
org::ida,Ida,org,12
org::iden crime family,Iden Crime Family,org,12
org::isa court,Isa Court,org,12
org::jennae,Jennae,org,12
org::legislature,Legislature,org,12
org::makeamericagrea,Makeamericagrea,org,12
org::manhattan d. a. ’ s office,Manhattan D. A. ’ S Office,org,12
org::nara,Nara,org,12
org::ny,Ny,org,12
org::press,Press,org,12
org::radical left democrat party,Radical Left Democrat Party,org,12
org::realamericasv,Realamericasv,org,12
org::rinos,Rinos,org,12
org::senateg,Senateg,org,12
org::silent majority,Silent Majority,org,12
org::state legislature,State Legislature,org,12
org::trumpferrypoint,Trumpferrypoint,org,12
org::trumpgolfdc,Trumpgolfdc,org,12
org::unselects,Unselects,org,12
org::vincem,Vincem,org,12
per::aid,Aid,per,12
per::ashley judd,Ashley Judd,per,12
per::benjamin franklin,Benjamin Franklin,per,12
per::boris,Boris,per,12
per::cameron,Cameron,per,12
per::cassidy hutchinson,Cassidy Hutchinson,per,12
per::chuck hagel,Chuck Hagel,per,12
per::don mcgahn,Don Mcgahn,per,12
per::eliot spitzer,Eliot Spitzer,per,12
per::erict,Erict,per,12
per::fr,Fr,per,12
per::ica,Ica,per,12
per::ig,Ig,per,12
per::jamie dimon,Jamie Dimon,per,12
per::john ratcliffe,John Ratcliffe,per,12
per::john solomon,John Solomon,per,12
per::johnboozman,Johnboozman,per,12
per::johnlege,Johnlege,per,12
per::jr,Jr,per,12
per::letitia james,Letitia James,per,12
per::lil,Lil,per,12
per::mattis,Mattis,per,12
per::michael goodwin,Michael Goodwin,per,12
per::michelle obama,Michelle Obama,per,12
per::nell,Nell,per,12
per::nicole,Nicole,per,12
per::ny jackson,Ny Jackson,per,12
per::oo james,Oo James,per,12
per::petehegset,Petehegset,per,12
per::randy fine,Randy Fine,per,12
per::ri,Ri,per,12
per::robert jeffress,Robert Jeffress,per,12
per::ron johnson,Ron Johnson,per,12
per::shin,Shin,per,12
per::snow,Snow,per,12
per::storm,Storm,per,12
per::ti noem,Ti Noem,per,12
per::tiger,Tiger,per,12
per::tom cotton,Tom Cotton,per,12
per::tom wolf,Tom Wolf,per,12
per::troy balderson,Troy Balderson,per,12
per::uo,Uo,per,12
per::williams,Williams,per,12
per::zele,Zele,per,12
hashtag::dt47,#dt47,hashtag,11
hashtag::flashbackfriday,#flashbackfriday,hashtag,11
hashtag::hurricaneflorence,#hurricaneflorence,hashtag,11
hashtag::hurricaneharvey,#hurricaneharvey,hashtag,11
hashtag::jobsnotmobs,#jobsnotmobs,hashtag,11
hashtag::maga2020,#maga2020,hashtag,11
hashtag::missusa,#missusa,hashtag,11
hashtag::trumptower,#trumptower,hashtag,11
hashtag::trumpvine,#trumpvine,hashtag,11
loc::annapolis,Annapolis,loc,11
loc::arlington national cemetery,Arlington National Cemetery,loc,11
loc::council bluffs,Council Bluffs,loc,11
loc::faye,Faye,loc,11
loc::finland,Finland,loc,11
loc::georgi,Georgi,loc,11
loc::greenland,Greenland,loc,11
loc::guatemala,Guatemala,loc,11
loc::johnstown,Johnstown,loc,11
loc::kosovo,Kosovo,loc,11
loc::north,North,loc,11
loc::or,Or,loc,11
loc::pearl harbor,Pearl Harbor,loc,11
loc::sioux center,Sioux Center,loc,11
loc::south,South,loc,11
loc::st. louis,St. Louis,loc,11
loc::taiwan,Taiwan,loc,11
loc::thailand,Thailand,loc,11
loc::the,The,loc,11
loc::trump international hotel,Trump International Hotel,loc,11
loc::waterloo,Waterloo,loc,11
loc::wildwood,Wildwood,loc,11
mention::_katherinewebb,@_katherinewebb,mention,11
mention::amykremer,@amykremer,mention,11
mention::autismspeaks,@autismspeaks,mention,11
mention::billoreilly,@billoreilly,mention,11
mention::danaperino,@danaperino,mention,11
mention::dcfoodsafety,@dcfoodsafety,mention,11
mention::devinnuneshttps,@devinnuneshttps,mention,11
mention::dloesch,@dloesch,mention,11
mention::dnc,@dnc,mention,11
mention::facebook,@facebook,mention,11
mention::fallontonight,@fallontonight,mention,11
mention::forbesinspector,@forbesinspector,mention,11
mention::foxnation,@foxnation,mention,11
mention::hannityshow,@hannityshow,mention,11
mention::jackshallis,@jackshallis,mention,11
mention::justinrose99,@justinrose99,mention,11
mention::karilake,@karilake,mention,11
mention::kateplusmy8,@kateplusmy8,mention,11
mention::latoyajackson,@latoyajackson,mention,11
mention::leesmithdc,@leesmithdc,mention,11
mention::lisarinna,@lisarinna,mention,11
mention::mailonline,@mailonline,mention,11
mention::marc_lotter,@marc_lotter,mention,11
mention::marklevinshowthe,@marklevinshowthe,mention,11
mention::mikegarcia2020,@mikegarcia2020,mention,11
mention::mrandyngo,@mrandyngo,mention,11
mention::mschlapp,@mschlapp,mention,11
mention::nikkihaley,@nikkihaley,mention,11
mention::reald,@reald,mention,11
mention::realdonaldtru,@realdonaldtru,mention,11
mention::realdonaldtrumpgreat,@realdonaldtrumpgreat,mention,11
mention::realsquezz,@realsquezz,mention,11
mention::redstate,@redstate,mention,11
mention::scottgottliebmd,@scottgottliebmd,mention,11
mention::speakerryan,@speakerryan,mention,11
mention::steph93065,@steph93065,mention,11
mention::stevedoocy,@stevedoocy,mention,11
mention::team_mitch,@team_mitch,mention,11
mention::theleegreenwood,@theleegreenwood,mention,11
mention::timkaine,@timkaine,mention,11
mention::trumpgolf,@trumpgolf,mention,11
mention::truthsocial,@truthsocial,mention,11
mention::wrestlemania,@wrestlemania,mention,11
org::american public,American Public,org,11
org::caucus,Caucus,org,11
org::columbia university,Columbia University,org,11
org::com,Com,org,11
org::court of appeals,Court Of Appeals,org,11
org::department,Department,org,11
org::deutsche bank,Deutsche Bank,org,11
org::doj & fbi,Doj & Fbi,org,11
org::durham,Durham,org,11
org::ethanol,Ethanol,org,11
org::eu,Eu,org,11
org::fl,Fl,org,11
org::foxnewssunda,Foxnewssunda,org,11
org::geraldoriver,Geraldoriver,org,11
org::go,Go,org,11
org::house intelligence committee,House Intelligence Committee,org,11
org::house judiciary committee,House Judiciary Committee,org,11
org::injustice department,Injustice Department,org,11
"org::life, liberty & levin","Life, Liberty & Levin",org,11
org::lindseygrahamsc,Lindseygrahamsc,org,11
org::midas touch,Midas Touch,org,11
org::mueller report,Mueller Report,org,11
org::ndaa,Ndaa,org,11
org::new hampshire,New Hampshire,org,11
org::newsweek,Newsweek,org,11
org::on,On,org,11
org::politico,Politico,org,11
org::tigerwood,Tigerwood,org,11
org::tiktok,Tiktok,org,11
org::trumpa,Trumpa,org,11
org::trumpgolfla,Trumpgolfla,org,11
org::trumpt,Trumpt,org,11
org::unionleader,Unionleader,org,11
org::unit,Unit,org,11
org::united states district court,United States District Court,org,11
org::usc,Usc,org,11
org::varneyco,Varneyco,org,11
org::washington examiner,Washington Examiner,org,11
org::whiteh,Whiteh,org,11
org::world health organization,World Health Organization,org,11
per::amy,Amy,per,11
per::andrew tahmooress,Andrew Tahmooress,per,11
per::ashley,Ashley,per,11
per::barron,Barron,per,11
per::bergdah,Bergdah,per,11
per::bet,Bet,per,11
per::billy graham,Billy Graham,per,11
per::blake masters,Blake Masters,per,11
per::bob corker,Bob Corker,per,11
per::bolton,Bolton,per,11
per::boris johnson,Boris Johnson,per,11
per::byron,Byron,per,11
per::chris cuomo,Chris Cuomo,per,11
per::cindy,Cindy,per,11
per::cory,Cory,per,11
per::cuo,Cuo,per,11
per::daniel,Daniel,per,11
per::dar,Dar,per,11
per::david perdue,David Perdue,per,11
per::dean,Dean,per,11
per::dick,Dick,per,11
per::donald j trump,Donald J Trump,per,11
per::donna brazil,Donna Brazil,per,11
per::douglas macarthur,Douglas Macarthur,per,11
per::e phelan,E Phelan,per,11
per::fred c. trump,Fred C. Trump,per,11
per::george washington,George Washington,per,11
per::geraldo,Geraldo,per,11
per::henry,Henry,per,11
per::jai,Jai,per,11
per::jake tapper,Jake Tapper,per,11
per::jerome powell,Jerome Powell,per,11
per::jesse,Jesse,per,11
per::jesus,Jesus,per,11
per::joe manchin,Joe Manchin,per,11
per::john roberts,John Roberts,per,11
per::kat,Kat,per,11
per::ken,Ken,per,11
per::ko,Ko,per,11
per::levin,Levin,per,11
per::lewis kaplan,Lewis Kaplan,per,11
per::lisa murkowski,Lisa Murkowski,per,11
per::lou dobbs,Lou Dobbs,per,11
per::mariab,Mariab,per,11
per::mikegarcia,Mikegarcia,per,11
per::morgan,Morgan,per,11
per::n riley,N Riley,per,11
per::nsky,Nsky,per,11
per::paul manafort,Paul Manafort,per,11
per::ralph waldo emerson,Ralph Waldo Emerson,per,11
per::rick perry,Rick Perry,per,11
per::rosie o ' donnell,Rosie O ' Donnell,per,11
per::sally yates,Sally Yates,per,11
per::schneider,Schneider,per,11
per::sen,Sen,per,11
per::thomas a. edison,Thomas A. Edison,per,11
per::tom emmer,Tom Emmer,per,11
per::tommy tuberville,Tommy Tuberville,per,11
per::ttromney,Ttromney,per,11
per::vol,Vol,per,11
per::willis,Willis,per,11
per::woodward,Woodward,per,11
per::xi jinping,Xi Jinping,per,11
hashtag::cnndebate,#cnndebate,hashtag,10
hashtag::covid,#covid,hashtag,10
hashtag::cpac,#cpac,hashtag,10
hashtag::debatenight,#debatenight,hashtag,10
hashtag::hurricanemichael,#hurricanemichael,hashtag,10
