edge_id,source,target,total_count
mention::thehill|per::bill barr,mention::thehill,per::bill barr,1
mention::thehill|per::bo,mention::thehill,per::bo,1
mention::thehill|per::bush,mention::thehill,per::bush,1
mention::thehill|per::donald j,mention::thehill,per::donald j,1
mention::thehill|per::donaldtrump,mention::thehill,per::donaldtrump,1
mention::thehill|per::ele,mention::thehill,per::ele,1
mention::thehill|per::flynn,mention::thehill,per::flynn,1
mention::thehill|per::glenn simpson,mention::thehill,per::glenn simpson,1
mention::thehill|per::hu,mention::thehill,per::hu,1
mention::thehill|per::iden,mention::thehill,per::iden,1
mention::thehill|per::ivanka trump,mention::thehill,per::ivanka trump,1
mention::thehill|per::j,mention::thehill,per::j,1
mention::thehill|per::je,mention::thehill,per::je,1
mention::thehill|per::john solomon,mention::thehill,per::john solomon,1
mention::thehill|per::kamal,mention::thehill,per::kamal,1
mention::thehill|per::lisa,mention::thehill,per::lisa,1
mention::thehill|per::mel,mention::thehill,per::mel,1
mention::thehill|per::mi,mention::thehill,per::mi,1
mention::thehill|per::mike pence,mention::thehill,per::mike pence,1
mention::thehill|per::nsky,mention::thehill,per::nsky,1
mention::thehill|per::p,mention::thehill,per::p,1
mention::thehill|per::rand paul,mention::thehill,per::rand paul,1
mention::thehill|per::richardg,mention::thehill,per::richardg,1
mention::thehill|per::rush limbaugh,mention::thehill,per::rush limbaugh,1
mention::thehill|per::schi,mention::thehill,per::schi,1
mention::thehill|per::snowden,mention::thehill,per::snowden,1
mention::thehill|per::z,mention::thehill,per::z,1
mention::thehill|topic::defense_military_veterans,mention::thehill,topic::defense_military_veterans,1
mention::thejtlewis|mention::tonyxtwo,mention::thejtlewis,mention::tonyxtwo,1
mention::thejtlewis|org::cnn,mention::thejtlewis,org::cnn,1
mention::thejtlewis|org::ms,mention::thejtlewis,org::ms,1
mention::thejtlewis|per::a harris,mention::thejtlewis,per::a harris,1
mention::thejtlewis|per::b,mention::thejtlewis,per::b,1
mention::thejtlewis|per::co,mention::thejtlewis,per::co,1
mention::thejtlewis|per::iden,mention::thejtlewis,per::iden,1
mention::thejtlewis|per::joe,mention::thejtlewis,per::joe,1
mention::thejtlewis|per::joeb,mention::thejtlewis,per::joeb,1
mention::thejtlewis|per::kamal,mention::thejtlewis,per::kamal,1
mention::thejtlewis|per::obama,mention::thejtlewis,per::obama,1
mention::thejtlewis|per::susan rice,mention::thejtlewis,per::susan rice,1
mention::thejtlewis|per::“,mention::thejtlewis,per::“,1
mention::thejusticedept|org::antifa,mention::thejusticedept,org::antifa,1
