week_id,week_start,week_end,posts_processed,retruths,original_posts,unique_nodes,edge_count,negative_posts,neutral_posts,positive_posts,top_topic,top_topic_node,top_topic_count,top_entity,top_entity_node,top_entity_count,top_nodes_json
2022-W46,2022-11-14,2022-11-20,95,63,32,108,401,29,38,28,Media Communications,topic::media_communications,60,Trump,per::trump,26,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":60},{""node"":""per::trump"",""label"":""Trump"",""count"":26},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":20},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":15},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":10},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":7},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":6},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":5},{""node"":""loc::america"",""label"":""America"",""count"":5},{""node"":""mention::tonyxtwo"",""label"":""@tonyxtwo"",""count"":5}]"
2022-W47,2022-11-21,2022-11-27,116,86,30,94,310,38,65,13,Media Communications,topic::media_communications,102,Trump,per::trump,9,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":102},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":31},{""node"":""mention::oksanatrump"",""label"":""@oksanatrump"",""count"":13},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":9},{""node"":""per::trump"",""label"":""Trump"",""count"":9},{""node"":""per::jack smith"",""label"":""Jack Smith"",""count"":7},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":7},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":6},{""node"":""per::ka"",""label"":""Ka"",""count"":6},{""node"":""org::supreme court"",""label"":""Supreme Court"",""count"":5}]"
2022-W48,2022-11-28,2022-12-04,67,24,43,96,356,45,10,12,Media Communications,topic::media_communications,40,Trump,per::trump,10,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":40},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":37},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":14},{""node"":""per::trump"",""label"":""Trump"",""count"":10},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":7},{""node"":""org::big tech"",""label"":""Big Tech"",""count"":6},{""node"":""per::jack smith"",""label"":""Jack Smith"",""count"":5},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":4},{""node"":""org::fbi"",""label"":""Fbi"",""count"":4},{""node"":""loc::new york"",""label"":""New York"",""count"":3}]"
2022-W49,2022-12-05,2022-12-11,109,71,38,101,359,53,35,21,Media Communications,topic::media_communications,83,Fbi,org::fbi,14,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":83},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":42},{""node"":""org::fbi"",""label"":""Fbi"",""count"":14},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":12},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":11},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":10},{""node"":""per::trump"",""label"":""Trump"",""count"":9},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":7},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":6},{""node"":""loc::america"",""label"":""America"",""count"":5}]"
2022-W50,2022-12-12,2022-12-18,102,53,49,84,262,38,41,23,Media Communications,topic::media_communications,78,Fbi,org::fbi,12,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":78},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":27},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":14},{""node"":""org::fbi"",""label"":""Fbi"",""count"":12},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":10},{""node"":""per::trump"",""label"":""Trump"",""count"":10},{""node"":""mention::realdonaldtrumphttps"",""label"":""@realdonaldtrumphttps"",""count"":8},{""node"":""topic::social_culture_education"",""label"":""Social Culture Education"",""count"":6},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":5},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":4}]"
2022-W51,2022-12-19,2022-12-25,85,39,46,89,422,50,18,17,Media Communications,topic::media_communications,55,Fbi,org::fbi,17,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":55},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":38},{""node"":""org::fbi"",""label"":""Fbi"",""count"":17},{""node"":""per::trump"",""label"":""Trump"",""count"":14},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":13},{""node"":""per::b"",""label"":""B"",""count"":10},{""node"":""per::iden"",""label"":""Iden"",""count"":10},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":9},{""node"":""org::unselect committee"",""label"":""Unselect Committee"",""count"":8},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":7}]"
2022-W52,2022-12-26,2023-01-01,52,18,34,74,287,32,9,11,Media Communications,topic::media_communications,33,Trump,per::trump,8,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":33},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":15},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":9},{""node"":""per::trump"",""label"":""Trump"",""count"":8},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":6},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":6},{""node"":""org::fbi"",""label"":""Fbi"",""count"":5},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":5},{""node"":""loc::usa"",""label"":""Usa"",""count"":4},{""node"":""topic::immigration_border"",""label"":""Immigration Border"",""count"":3}]"
2023-W01,2023-01-02,2023-01-08,43,4,39,72,323,25,1,17,Media Communications,topic::media_communications,27,Republican Party,org::republican party,6,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":27},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":13},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":13},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":6},{""node"":""org::republican party"",""label"":""Republican Party"",""count"":6},{""node"":""loc::u. s"",""label"":""U. S"",""count"":4},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":4},{""node"":""loc::china"",""label"":""China"",""count"":4},{""node"":""loc::usa"",""label"":""Usa"",""count"":3},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":3}]"
2023-W02,2023-01-09,2023-01-15,127,74,53,126,594,63,45,19,Media Communications,topic::media_communications,90,B,per::b,24,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":90},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":46},{""node"":""per::b"",""label"":""B"",""count"":24},{""node"":""org::fbi"",""label"":""Fbi"",""count"":14},{""node"":""per::trump"",""label"":""Trump"",""count"":14},{""node"":""per::iden"",""label"":""Iden"",""count"":14},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":13},{""node"":""loc::china"",""label"":""China"",""count"":9},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":9},{""node"":""org::b"",""label"":""B"",""count"":9}]"
2023-W03,2023-01-16,2023-01-22,72,35,37,117,549,29,30,13,Media Communications,topic::media_communications,46,B,per::b,13,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":46},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":29},{""node"":""per::b"",""label"":""B"",""count"":13},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":12},{""node"":""per::iden"",""label"":""Iden"",""count"":9},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":6},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":4},{""node"":""org::b"",""label"":""B"",""count"":4},{""node"":""loc::china"",""label"":""China"",""count"":4},{""node"":""org::g"",""label"":""G"",""count"":4}]"
2023-W04,2023-01-23,2023-01-29,124,66,58,162,737,57,37,30,Media Communications,topic::media_communications,94,Trump,per::trump,10,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":94},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":39},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":14},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":11},{""node"":""per::trump"",""label"":""Trump"",""count"":10},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":7},{""node"":""org::fbi"",""label"":""Fbi"",""count"":7},{""node"":""loc::new hampshire"",""label"":""New Hampshire"",""count"":7},{""node"":""mention::realdonaldtrumppage"",""label"":""@realdonaldtrumppage"",""count"":5},{""node"":""loc::r"",""label"":""R"",""count"":5}]"
2023-W05,2023-01-30,2023-02-05,142,68,74,159,755,63,42,37,Media Communications,topic::media_communications,100,Trump,per::trump,24,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":100},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":36},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":25},{""node"":""per::trump"",""label"":""Trump"",""count"":24},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":18},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":10},{""node"":""per::b"",""label"":""B"",""count"":9},{""node"":""per::iden"",""label"":""Iden"",""count"":8},{""node"":""loc::china"",""label"":""China"",""count"":6},{""node"":""loc::america"",""label"":""America"",""count"":6}]"
2023-W06,2023-02-06,2023-02-12,131,37,94,133,517,72,30,29,Media Communications,topic::media_communications,86,Trump,per::trump,9,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":86},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":27},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":18},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":13},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":11},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":10},{""node"":""per::trump"",""label"":""Trump"",""count"":9},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":9},{""node"":""loc::america"",""label"":""America"",""count"":7},{""node"":""org::fbi"",""label"":""Fbi"",""count"":7}]"
2023-W07,2023-02-13,2023-02-19,72,16,56,122,672,31,14,27,Media Communications,topic::media_communications,39,Trump,per::trump,13,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":39},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":19},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":16},{""node"":""per::trump"",""label"":""Trump"",""count"":13},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":10},{""node"":""org::r"",""label"":""R"",""count"":7},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":6},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":6},{""node"":""org::f"",""label"":""F"",""count"":5},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":5}]"
2023-W08,2023-02-20,2023-02-26,62,17,45,94,405,25,11,26,Media Communications,topic::media_communications,37,B,per::b,5,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":37},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":17},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":13},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":6},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":6},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":5},{""node"":""per::b"",""label"":""B"",""count"":5},{""node"":""per::iden"",""label"":""Iden"",""count"":5},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":5},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":4}]"
2023-W09,2023-02-27,2023-03-05,77,26,51,112,467,41,17,19,Media Communications,topic::media_communications,45,Foxnews,org::foxnews,7,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":45},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":20},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":18},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":13},{""node"":""org::foxnews"",""label"":""Foxnews"",""count"":7},{""node"":""loc::america"",""label"":""America"",""count"":6},{""node"":""hashtag::agenda47"",""label"":""#agenda47"",""count"":6},{""node"":""per::rupert murdoch"",""label"":""Rupert Murdoch"",""count"":6},{""node"":""org::cpac"",""label"":""Cpac"",""count"":6},{""node"":""per::paul ryan"",""label"":""Paul Ryan"",""count"":5}]"
2023-W10,2023-03-06,2023-03-12,121,69,52,151,742,48,45,28,Media Communications,topic::media_communications,87,Trump,per::trump,20,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":87},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":42},{""node"":""per::trump"",""label"":""Trump"",""count"":20},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":19},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":17},{""node"":""per::ron des"",""label"":""Ron Des"",""count"":7},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":7},{""node"":""loc::iowa"",""label"":""Iowa"",""count"":7},{""node"":""per::b"",""label"":""B"",""count"":7},{""node"":""loc::manhattan"",""label"":""Manhattan"",""count"":6}]"
2023-W11,2023-03-13,2023-03-19,87,53,34,118,490,37,33,17,Media Communications,topic::media_communications,70,Trump,per::trump,10,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":70},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":24},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":11},{""node"":""per::trump"",""label"":""Trump"",""count"":10},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":9},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":8},{""node"":""loc::iowa"",""label"":""Iowa"",""count"":5},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":4},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":4},{""node"":""hashtag::maga"",""label"":""#maga"",""count"":4}]"
2023-W12,2023-03-20,2023-03-26,143,71,72,153,806,65,43,35,Media Communications,topic::media_communications,91,Trump,per::trump,26,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":91},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":60},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":26},{""node"":""per::trump"",""label"":""Trump"",""count"":26},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":23},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":20},{""node"":""loc::florida"",""label"":""Florida"",""count"":14},{""node"":""per::ron"",""label"":""Ron"",""count"":13},{""node"":""per::alvin bragg"",""label"":""Alvin Bragg"",""count"":9},{""node"":""per::cohen"",""label"":""Cohen"",""count"":7}]"
2023-W13,2023-03-27,2023-04-02,99,49,50,106,448,44,40,15,Media Communications,topic::media_communications,55,Trump,per::trump,17,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":55},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":35},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":21},{""node"":""per::trump"",""label"":""Trump"",""count"":17},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":14},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":8},{""node"":""mention::danscavino"",""label"":""@danscavino"",""count"":7},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":6},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":6},{""node"":""per::donald j. trump"",""label"":""Donald J. Trump"",""count"":6}]"
2023-W14,2023-04-03,2023-04-09,66,19,47,80,321,31,20,15,Media Communications,topic::media_communications,39,Trump,per::trump,11,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":39},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":21},{""node"":""per::trump"",""label"":""Trump"",""count"":11},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":11},{""node"":""per::b"",""label"":""B"",""count"":10},{""node"":""per::iden"",""label"":""Iden"",""count"":9},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":7},{""node"":""loc::america"",""label"":""America"",""count"":4},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":4},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":3}]"
2023-W15,2023-04-10,2023-04-16,82,30,52,127,678,47,18,17,Media Communications,topic::media_communications,49,Trump,per::trump,17,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":49},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":38},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":19},{""node"":""per::trump"",""label"":""Trump"",""count"":17},{""node"":""per::b"",""label"":""B"",""count"":15},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":13},{""node"":""per::iden"",""label"":""Iden"",""count"":10},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":5},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":5},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":5}]"
2023-W16,2023-04-17,2023-04-23,65,30,35,95,412,18,20,27,Media Communications,topic::media_communications,48,Trump,per::trump,6,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":48},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":16},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":7},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":6},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":6},{""node"":""per::trump"",""label"":""Trump"",""count"":6},{""node"":""per::b"",""label"":""B"",""count"":4},{""node"":""per::iden"",""label"":""Iden"",""count"":4},{""node"":""loc::florida"",""label"":""Florida"",""count"":4},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":3}]"
2023-W17,2023-04-24,2023-04-30,110,61,49,115,441,35,44,31,Media Communications,topic::media_communications,79,Trump,per::trump,18,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":79},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":20},{""node"":""per::trump"",""label"":""Trump"",""count"":18},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":17},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":16},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":10},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":7},{""node"":""mention::realdonaldtrumphttps"",""label"":""@realdonaldtrumphttps"",""count"":7},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":6},{""node"":""per::b"",""label"":""B"",""count"":6}]"
2023-W18,2023-05-01,2023-05-07,58,24,34,84,324,22,18,18,Media Communications,topic::media_communications,30,Joe Biden,per::joe biden,7,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":30},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":14},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":11},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":8},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":7},{""node"":""per::trump"",""label"":""Trump"",""count"":7},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":5},{""node"":""topic::immigration_border"",""label"":""Immigration Border"",""count"":4},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":4},{""node"":""per::c"",""label"":""C"",""count"":4}]"
2023-W19,2023-05-08,2023-05-14,72,26,46,103,409,27,17,28,Media Communications,topic::media_communications,45,Trump,per::trump,10,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":45},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":18},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":14},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":11},{""node"":""per::trump"",""label"":""Trump"",""count"":10},{""node"":""org::cnn"",""label"":""Cnn"",""count"":9},{""node"":""per::b"",""label"":""B"",""count"":5},{""node"":""per::iden"",""label"":""Iden"",""count"":5},{""node"":""loc::new hampshire"",""label"":""New Hampshire"",""count"":5},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":5}]"
2023-W20,2023-05-15,2023-05-21,102,47,55,130,650,46,33,23,Media Communications,topic::media_communications,63,Fbi,org::fbi,19,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":63},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":41},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":22},{""node"":""org::fbi"",""label"":""Fbi"",""count"":19},{""node"":""per::trump"",""label"":""Trump"",""count"":18},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":14},{""node"":""per::b"",""label"":""B"",""count"":10},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":9},{""node"":""per::iden"",""label"":""Iden"",""count"":9},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":8}]"
2023-W21,2023-05-22,2023-05-28,107,56,51,132,644,38,39,30,Media Communications,topic::media_communications,69,Trump,per::trump,12,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":69},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":25},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":24},{""node"":""per::trump"",""label"":""Trump"",""count"":12},{""node"":""per::b"",""label"":""B"",""count"":10},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":10},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":9},{""node"":""org::fbi"",""label"":""Fbi"",""count"":7},{""node"":""per::iden"",""label"":""Iden"",""count"":7},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":6}]"
2023-W22,2023-05-29,2023-06-04,125,69,56,125,577,39,50,36,Media Communications,topic::media_communications,84,Trump,per::trump,12,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":84},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":22},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":21},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":19},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":12},{""node"":""per::trump"",""label"":""Trump"",""count"":12},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":10},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":7},{""node"":""loc::iowa"",""label"":""Iowa"",""count"":6},{""node"":""per::b"",""label"":""B"",""count"":5}]"
2023-W23,2023-06-05,2023-06-11,191,105,86,160,872,89,70,32,Media Communications,topic::media_communications,135,B,per::b,26,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":135},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":87},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":31},{""node"":""per::b"",""label"":""B"",""count"":26},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":26},{""node"":""per::trump"",""label"":""Trump"",""count"":24},{""node"":""per::iden"",""label"":""Iden"",""count"":20},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":16},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":16},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":13}]"
2023-W24,2023-06-12,2023-06-18,125,52,73,112,459,56,40,29,Media Communications,topic::media_communications,76,B,per::b,12,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":76},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":52},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":21},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":15},{""node"":""per::b"",""label"":""B"",""count"":12},{""node"":""per::trump"",""label"":""Trump"",""count"":12},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":11},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":10},{""node"":""per::iden"",""label"":""Iden"",""count"":7},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":6}]"
2023-W25,2023-06-19,2023-06-25,128,71,57,106,501,45,57,26,Media Communications,topic::media_communications,80,Trump,per::trump,20,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":80},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":48},{""node"":""per::trump"",""label"":""Trump"",""count"":20},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":18},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":17},{""node"":""per::b"",""label"":""B"",""count"":15},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":12},{""node"":""per::iden"",""label"":""Iden"",""count"":9},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":9},{""node"":""org::fbi"",""label"":""Fbi"",""count"":9}]"
2023-W26,2023-06-26,2023-07-02,125,54,71,126,568,35,41,49,Media Communications,topic::media_communications,89,Trump,per::trump,12,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":89},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":26},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":22},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":15},{""node"":""per::trump"",""label"":""Trump"",""count"":12},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":11},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":8},{""node"":""per::b"",""label"":""B"",""count"":8},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":8},{""node"":""loc::america"",""label"":""America"",""count"":8}]"
