week_id,week_start,week_end,posts_processed,retruths,original_posts,unique_nodes,edge_count,negative_posts,neutral_posts,positive_posts,top_topic,top_topic_node,top_topic_count,top_entity,top_entity_node,top_entity_count,top_nodes_json
2023-W27,2023-07-03,2023-07-09,106,74,32,110,496,41,39,26,Media Communications,topic::media_communications,77,Trump,per::trump,13,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":77},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":35},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":16},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":15},{""node"":""per::trump"",""label"":""Trump"",""count"":13},{""node"":""per::b"",""label"":""B"",""count"":13},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":12},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":11},{""node"":""per::iden"",""label"":""Iden"",""count"":9},{""node"":""loc::white house"",""label"":""White House"",""count"":8}]"
2023-W28,2023-07-10,2023-07-16,144,86,58,134,657,45,54,45,Media Communications,topic::media_communications,98,Trump,per::trump,15,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":98},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":25},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":22},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":16},{""node"":""per::trump"",""label"":""Trump"",""count"":15},{""node"":""per::b"",""label"":""B"",""count"":13},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":12},{""node"":""per::iden"",""label"":""Iden"",""count"":8},{""node"":""per::c"",""label"":""C"",""count"":7},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":7}]"
2023-W29,2023-07-17,2023-07-23,168,121,47,131,557,48,78,42,Media Communications,topic::media_communications,132,Trump,per::trump,17,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":132},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":42},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":28},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":21},{""node"":""per::trump"",""label"":""Trump"",""count"":17},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":13},{""node"":""per::b"",""label"":""B"",""count"":10},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":10},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":9},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":7}]"
2023-W30,2023-07-24,2023-07-30,198,132,66,178,1010,81,66,51,Media Communications,topic::media_communications,147,Trump,per::trump,29,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":147},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":66},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":32},{""node"":""per::trump"",""label"":""Trump"",""count"":29},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":22},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":18},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":16},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":15},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":14},{""node"":""per::b"",""label"":""B"",""count"":13}]"
2023-W31,2023-07-31,2023-08-06,155,83,72,154,777,76,55,24,Media Communications,topic::media_communications,113,Trump,per::trump,25,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":113},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":54},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":43},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":31},{""node"":""per::trump"",""label"":""Trump"",""count"":25},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":16},{""node"":""per::b"",""label"":""B"",""count"":14},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":13},{""node"":""org::foxnews"",""label"":""Foxnews"",""count"":12},{""node"":""per::iden"",""label"":""Iden"",""count"":12}]"
2023-W32,2023-08-07,2023-08-13,134,71,63,148,860,54,49,31,Media Communications,topic::media_communications,101,Trump,per::trump,14,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":101},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":50},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":28},{""node"":""per::trump"",""label"":""Trump"",""count"":14},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":14},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":13},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":12},{""node"":""per::c"",""label"":""C"",""count"":12},{""node"":""per::b"",""label"":""B"",""count"":11},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":9}]"
2023-W33,2023-08-14,2023-08-20,99,42,57,112,478,41,37,21,Media Communications,topic::media_communications,65,Joe Biden,per::joe biden,12,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":65},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":39},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":22},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":12},{""node"":""per::c"",""label"":""C"",""count"":11},{""node"":""per::trump"",""label"":""Trump"",""count"":10},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":9},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":6},{""node"":""loc::georgia"",""label"":""Georgia"",""count"":5},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":5}]"
2023-W34,2023-08-21,2023-08-27,133,53,80,129,544,51,44,38,Media Communications,topic::media_communications,93,Trump,per::trump,14,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":93},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":33},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":19},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":19},{""node"":""per::trump"",""label"":""Trump"",""count"":14},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":11},{""node"":""per::c"",""label"":""C"",""count"":11},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":11},{""node"":""per::b"",""label"":""B"",""count"":8},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":7}]"
2023-W35,2023-08-28,2023-09-03,204,81,123,154,765,86,53,65,Media Communications,topic::media_communications,107,Joe Biden,per::joe biden,19,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":107},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":67},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":42},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":33},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":19},{""node"":""per::trump"",""label"":""Trump"",""count"":18},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":15},{""node"":""loc::america"",""label"":""America"",""count"":13},{""node"":""per::b"",""label"":""B"",""count"":11},{""node"":""per::c"",""label"":""C"",""count"":9}]"
2023-W36,2023-09-04,2023-09-10,96,24,72,104,416,34,33,29,Media Communications,topic::media_communications,51,Trump,per::trump,11,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":51},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":24},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":19},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":15},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":14},{""node"":""per::trump"",""label"":""Trump"",""count"":11},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":8},{""node"":""per::b"",""label"":""B"",""count"":7},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":6},{""node"":""per::c"",""label"":""C"",""count"":6}]"
2023-W37,2023-09-11,2023-09-17,99,32,67,122,542,39,30,30,Media Communications,topic::media_communications,59,C,per::c,16,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":59},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":27},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":23},{""node"":""per::c"",""label"":""C"",""count"":16},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":14},{""node"":""per::trump"",""label"":""Trump"",""count"":13},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":12},{""node"":""per::b"",""label"":""B"",""count"":11},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":11},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":6}]"
2023-W38,2023-09-18,2023-09-24,117,56,61,120,654,51,35,31,Media Communications,topic::media_communications,72,Trump,per::trump,26,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":72},{""node"":""per::trump"",""label"":""Trump"",""count"":26},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":22},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":20},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":19},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":17},{""node"":""per::c"",""label"":""C"",""count"":15},{""node"":""topic::immigration_border"",""label"":""Immigration Border"",""count"":15},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":14},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":11}]"
2023-W39,2023-09-25,2023-10-01,194,102,92,187,1156,65,71,58,Media Communications,topic::media_communications,135,Trump,per::trump,35,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":135},{""node"":""per::trump"",""label"":""Trump"",""count"":35},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":33},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":33},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":21},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":20},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":15},{""node"":""loc::michigan"",""label"":""Michigan"",""count"":12},{""node"":""per::b"",""label"":""B"",""count"":11},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":10}]"
2023-W40,2023-10-02,2023-10-08,131,54,77,157,1030,65,44,22,Media Communications,topic::media_communications,87,Trump,per::trump,21,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":87},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":50},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":22},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":21},{""node"":""per::trump"",""label"":""Trump"",""count"":21},{""node"":""loc::new york"",""label"":""New York"",""count"":16},{""node"":""per::let"",""label"":""Let"",""count"":13},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":12},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":11},{""node"":""topic::immigration_border"",""label"":""Immigration Border"",""count"":11}]"
2023-W41,2023-10-09,2023-10-15,122,34,88,136,708,63,29,30,Media Communications,topic::media_communications,58,Israel,loc::israel,14,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":58},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":32},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":21},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":16},{""node"":""loc::israel"",""label"":""Israel"",""count"":14},{""node"":""per::trump"",""label"":""Trump"",""count"":13},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":11},{""node"":""per::b"",""label"":""B"",""count"":10},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":10},{""node"":""topic::immigration_border"",""label"":""Immigration Border"",""count"":9}]"
2023-W42,2023-10-16,2023-10-22,131,66,65,134,746,50,47,34,Media Communications,topic::media_communications,81,Trump,per::trump,22,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":81},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":28},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":22},{""node"":""per::trump"",""label"":""Trump"",""count"":22},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":21},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":16},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":13},{""node"":""per::b"",""label"":""B"",""count"":12},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":12},{""node"":""per::c"",""label"":""C"",""count"":9}]"
2023-W43,2023-10-23,2023-10-29,137,67,70,156,885,53,45,39,Media Communications,topic::media_communications,99,Trump,per::trump,24,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":99},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":29},{""node"":""per::trump"",""label"":""Trump"",""count"":24},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":22},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":16},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":15},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":12},{""node"":""per::b"",""label"":""B"",""count"":11},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":11},{""node"":""loc::israel"",""label"":""Israel"",""count"":10}]"
2023-W44,2023-10-30,2023-11-05,105,15,90,139,739,51,22,32,Media Communications,topic::media_communications,43,Trump,per::trump,12,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":43},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":37},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":27},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":16},{""node"":""per::trump"",""label"":""Trump"",""count"":12},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":11},{""node"":""per::c"",""label"":""C"",""count"":10},{""node"":""topic::immigration_border"",""label"":""Immigration Border"",""count"":10},{""node"":""loc::america"",""label"":""America"",""count"":8},{""node"":""loc::florida"",""label"":""Florida"",""count"":7}]"
2023-W45,2023-11-06,2023-11-12,104,38,66,150,972,39,29,36,Media Communications,topic::media_communications,63,Trump,per::trump,29,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":63},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":37},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":31},{""node"":""per::trump"",""label"":""Trump"",""count"":29},{""node"":""loc::florida"",""label"":""Florida"",""count"":14},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":13},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":8},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":6},{""node"":""org::a"",""label"":""A"",""count"":6},{""node"":""org::g"",""label"":""G"",""count"":6}]"
2023-W46,2023-11-13,2023-11-19,114,38,76,150,907,40,29,45,Media Communications,topic::media_communications,76,Trump,per::trump,23,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":76},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":30},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":24},{""node"":""per::trump"",""label"":""Trump"",""count"":23},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":13},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":11},{""node"":""per::b"",""label"":""B"",""count"":9},{""node"":""loc::iowa"",""label"":""Iowa"",""count"":9},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":8},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":8}]"
2023-W47,2023-11-20,2023-11-26,88,15,73,97,398,44,15,29,Media Communications,topic::media_communications,42,Trump,per::trump,10,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":42},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":30},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":14},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":12},{""node"":""per::trump"",""label"":""Trump"",""count"":10},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":7},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":6},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":5},{""node"":""topic::foreign_policy_diplomacy"",""label"":""Foreign Policy Diplomacy"",""count"":5},{""node"":""per::c"",""label"":""C"",""count"":5}]"
2023-W48,2023-11-27,2023-12-03,163,56,107,161,856,53,52,58,Media Communications,topic::media_communications,103,Trump,per::trump,44,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":103},{""node"":""per::trump"",""label"":""Trump"",""count"":44},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":40},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":30},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":20},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":15},{""node"":""loc::iowa"",""label"":""Iowa"",""count"":14},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":12},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":9},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":9}]"
2023-W49,2023-12-04,2023-12-10,93,16,77,141,741,39,32,22,Media Communications,topic::media_communications,50,Trump,per::trump,19,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":50},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":39},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":20},{""node"":""per::trump"",""label"":""Trump"",""count"":19},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":12},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":10},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":9},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":8},{""node"":""loc::new york"",""label"":""New York"",""count"":8},{""node"":""per::c"",""label"":""C"",""count"":7}]"
2023-W50,2023-12-11,2023-12-17,94,20,74,102,478,35,24,35,Media Communications,topic::media_communications,53,Trump,per::trump,18,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":53},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":22},{""node"":""per::trump"",""label"":""Trump"",""count"":18},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":17},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":13},{""node"":""mention::rsbn"",""label"":""@rsbn"",""count"":8},{""node"":""per::b"",""label"":""B"",""count"":7},{""node"":""loc::america"",""label"":""America"",""count"":7},{""node"":""per::iden"",""label"":""Iden"",""count"":5},{""node"":""loc::iowa"",""label"":""Iowa"",""count"":5}]"
2023-W51,2023-12-18,2023-12-24,198,98,100,180,1153,83,65,50,Media Communications,topic::media_communications,123,Trump,per::trump,45,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":123},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":62},{""node"":""per::trump"",""label"":""Trump"",""count"":45},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":39},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":22},{""node"":""loc::america"",""label"":""America"",""count"":18},{""node"":""loc::nevada"",""label"":""Nevada"",""count"":15},{""node"":""mention::rsbn"",""label"":""@rsbn"",""count"":15},{""node"":""loc::reno"",""label"":""Reno"",""count"":14},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":13}]"
2023-W52,2023-12-25,2023-12-31,118,29,89,147,972,54,36,28,Media Communications,topic::media_communications,60,Trump,per::trump,30,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":60},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":33},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":33},{""node"":""per::trump"",""label"":""Trump"",""count"":30},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":17},{""node"":""per::c"",""label"":""C"",""count"":12},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":11},{""node"":""per::b"",""label"":""B"",""count"":9},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":9},{""node"":""org::supreme court"",""label"":""Supreme Court"",""count"":8}]"
2024-W01,2024-01-01,2024-01-07,225,101,124,199,1183,99,87,39,Media Communications,topic::media_communications,161,E,per::e,44,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":161},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":86},{""node"":""per::e"",""label"":""E"",""count"":44},{""node"":""per::jean carroll"",""label"":""Jean Carroll"",""count"":43},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":40},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":39},{""node"":""per::trump"",""label"":""Trump"",""count"":38},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":22},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":20},{""node"":""loc::iowa"",""label"":""Iowa"",""count"":20}]"
2024-W02,2024-01-08,2024-01-14,159,30,129,165,1010,67,55,37,Law Justice Crime,topic::law_justice_crime,77,Trump,per::trump,29,"[{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":77},{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":76},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":30},{""node"":""per::trump"",""label"":""Trump"",""count"":29},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":26},{""node"":""loc::iowa"",""label"":""Iowa"",""count"":14},{""node"":""per::b"",""label"":""B"",""count"":14},{""node"":""per::c"",""label"":""C"",""count"":12},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":12},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":9}]"
2024-W03,2024-01-15,2024-01-21,164,50,114,180,1177,55,49,60,Media Communications,topic::media_communications,103,New Hampshire,loc::new hampshire,19,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":103},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":42},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":34},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":28},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":22},{""node"":""loc::new hampshire"",""label"":""New Hampshire"",""count"":19},{""node"":""per::trump"",""label"":""Trump"",""count"":19},{""node"":""per::jean carroll"",""label"":""Jean Carroll"",""count"":17},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":16},{""node"":""per::e"",""label"":""E"",""count"":16}]"
2024-W04,2024-01-22,2024-01-28,182,51,131,178,981,70,60,52,Media Communications,topic::media_communications,109,Trump,per::trump,23,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":109},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":46},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":38},{""node"":""per::trump"",""label"":""Trump"",""count"":23},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":23},{""node"":""per::e"",""label"":""E"",""count"":23},{""node"":""per::jean carroll"",""label"":""Jean Carroll"",""count"":23},{""node"":""loc::new hampshire"",""label"":""New Hampshire"",""count"":21},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":16},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":15}]"
2024-W05,2024-01-29,2024-02-04,92,23,69,129,706,35,19,38,Media Communications,topic::media_communications,29,Texas,loc::texas,19,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":29},{""node"":""topic::immigration_border"",""label"":""Immigration Border"",""count"":22},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":21},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":21},{""node"":""loc::texas"",""label"":""Texas"",""count"":19},{""node"":""topic::defense_military_veterans"",""label"":""Defense Military Veterans"",""count"":17},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":15},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":12},{""node"":""org::congress"",""label"":""Congress"",""count"":10},{""node"":""topic::endorsements_appointments"",""label"":""Endorsements Appointments"",""count"":9}]"
2024-W06,2024-02-05,2024-02-11,137,42,95,124,627,58,34,45,Media Communications,topic::media_communications,67,Joe Biden,per::joe biden,17,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":67},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":34},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":34},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":25},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":17},{""node"":""per::trump"",""label"":""Trump"",""count"":16},{""node"":""per::b"",""label"":""B"",""count"":15},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":15},{""node"":""topic::congress_governance"",""label"":""Congress Governance"",""count"":10},{""node"":""per::iden"",""label"":""Iden"",""count"":10}]"
2024-W07,2024-02-12,2024-02-18,130,50,80,149,751,50,53,27,Media Communications,topic::media_communications,77,Trump,per::trump,13,"[{""node"":""topic::media_communications"",""label"":""Media Communications"",""count"":77},{""node"":""topic::law_justice_crime"",""label"":""Law Justice Crime"",""count"":41},{""node"":""topic::elections_campaigns"",""label"":""Elections Campaigns"",""count"":19},{""node"":""topic::health_public_health"",""label"":""Health Public Health"",""count"":16},{""node"":""mention::realdonaldtrump"",""label"":""@realdonaldtrump"",""count"":14},{""node"":""topic::energy_environment"",""label"":""Energy Environment"",""count"":14},{""node"":""per::trump"",""label"":""Trump"",""count"":13},{""node"":""per::joe biden"",""label"":""Joe Biden"",""count"":13},{""node"":""per::c"",""label"":""C"",""count"":9},{""node"":""loc::michigan"",""label"":""Michigan"",""count"":8}]"
